total day charge,total eve charge,total night charge,total intl charge,ARPU,phone number
36.89,12.95,6.04,3.19,59.07,375-5562
21.93,24.65,7.97,3.13,57.68,386-3823
25.59,13,9.72,0.95,49.26,364-6445
32.86,22.38,9.65,3,67.89,383-2251
32.22,8.82,8.13,2.92,52.09,351-3169
23.43,20.02,12.06,2.97,58.48,413-6380
21.98,12.13,11.62,3.32,49.05,380-9674
19.65,18.16,9.83,2.89,50.53,345-2319
37.72,21.65,11.27,1.94,72.58,377-5441
44.83,15.85,8.79,4.94,74.41,358-3692
10.42,16.52,6.44,3.08,36.46,400-5831
31.25,14,5,2.73,52.98,357-5995
28.46,12.22,6.3,2.78,49.76,391-2159
26.2,16.6,12.45,3.56,58.81,398-5954
42.84,14.47,9.41,1.54,68.26,385-6175
27.73,24.79,4.34,3.02,59.88,334-2961
33.71,15.9,6.01,4.48,60.1,405-4303
55.2,20.09,8.44,3.54,87.27,406-4100
21.81,18.3,6.47,3.86,50.44,352-4401
31.94,17.04,9.12,2.75,60.85,347-1473
21.96,18.2,9.67,2.78,52.61,347-2016
21.34,10.96,11.34,1.7,45.34,388-8948
43.72,19.07,9.18,3.4,75.37,402-5509
21.18,12.44,7.62,2.84,44.08,367-2598
29.77,18.44,10.97,2.67,61.85,370-5001
21.13,14.74,11.53,2.03,49.43,332-3693
46.17,13.26,6.13,3.13,68.69,403-9766
37.38,12.18,5.88,3.16,58.6,363-2407
31.16,17.12,7.98,2.81,59.07,395-9214
17.19,18.22,8.08,2.78,46.27,351-8894
34.56,19.46,10,3.86,67.88,406-5003
29.82,16.15,6.24,2.84,55.05,398-1332
45.22,18.24,13.78,3.83,81.07,363-8033
29.17,11.57,8.25,2.92,51.91,333-1012
13.38,19.18,6.77,3.78,43.11,391-6260
36.02,18.28,10.73,2.54,67.57,336-1353
10.83,16.64,9.45,2.7,39.62,365-5629
29.48,18.16,6.37,3.11,57.12,349-4397
40.41,17.6,8.2,1.22,67.43,380-3910
38.4,13.84,12.24,2.73,67.21,354-7820
29.41,17.8,10.4,3.29,60.9,338-9952
38.23,12.22,8.95,2.16,61.56,405-1821
40.41,15.43,8.36,2.08,66.28,329-8669
23.29,18.45,8.19,2.7,52.63,328-8808
24.23,14.97,8.53,2.21,49.94,409-3018
24.21,10.73,12.34,1.24,48.52,421-5994
24.99,16.77,12.03,2.35,56.14,354-4448
37.45,16.03,12.53,2.86,68.87,352-5081
25.36,22.16,9.05,2.19,58.76,401-7803
34.75,11.69,10.17,2.7,59.31,420-6052
36.86,17.62,10.29,1.51,66.28,352-6084
52.36,21.06,6.88,2,82.3,388-8583
9.86,5.74,8.37,3.11,27.08,415-3158
29.44,20.08,10.81,3.19,63.52,402-9304
35.75,20.55,9.71,3.54,69.55,341-1916
10.01,25.97,7.15,3.27,46.4,381-2745
40.26,14.2,12.61,2.62,69.69,402-5014
38.91,13.66,9.14,3.38,65.09,399-8846
15.3,23.49,8.33,2.32,49.44,328-9267
24.94,9.03,8.9,3,45.87,348-7224
40.34,13.09,10.67,3.02,67.12,336-2190
27.68,19.52,14.97,3.67,65.84,376-4705
31.77,21.79,15.06,2.4,71.02,381-4076
14.64,22.08,6.66,2.46,45.84,348-8464
36.09,18.31,8.41,3.05,65.86,412-7020
25.67,10.25,6.88,2.48,45.28,386-8432
26.96,11.08,10.34,1.86,50.24,337-1802
50.32,19.24,11.11,3.32,83.99,366-1084
36.09,21.38,9.39,1.78,68.64,352-4182
39.85,15.24,12.85,2.81,70.75,368-5628
30.06,15.94,8.86,1.76,56.62,333-8996
26.74,21.9,8.57,2.59,59.8,353-2557
24.92,14.69,7.82,2.7,50.13,356-8621
44.29,8.7,5.84,2.65,61.48,354-6942
24.84,23.58,6.2,1.67,56.29,377-9829
21.17,12,12.07,3.08,48.32,348-4660
35.6,20.18,10.76,2.65,69.19,410-5199
48.57,14.24,11.7,2.35,76.86,397-6542
32.45,13.72,10.44,2.27,58.88,333-4492
24.55,22.49,8.34,2.67,58.05,405-9573
35.5,11.3,6.15,3,55.95,359-7255
13.19,17.6,11.51,2.94,45.24,419-5501
46.09,20.18,6.54,2.27,75.08,404-4809
40.94,12.28,5.66,3.13,62.01,344-6334
19.52,16.37,11.66,3.29,50.84,400-1899
23.6,12.07,8.27,3.19,47.13,346-5053
35.67,13.18,11.32,1.94,62.11,398-2148
22.93,21.11,10.63,3.97,58.64,347-7675
27.88,13.01,5.57,1.73,48.19,411-8956
41.74,16.38,6.38,2.46,66.96,390-3761
13.65,16.99,7.69,4.48,42.81,377-3876
15.42,17.64,7.62,1.51,42.19,345-2476
32.35,21.81,9.67,1.03,64.86,337-7879
18.46,17.84,10.02,2.13,48.45,361-7283
15.27,19.82,7.46,2.51,45.06,372-4868
42.91,15.96,11.68,2.7,73.25,346-8863
31.18,22.87,9.16,1.81,65.02,390-5267
31.18,12.06,9.02,2.81,55.07,392-1547
26.38,11.55,8.31,1.03,47.27,340-8177
28.19,15.89,11.24,0,55.32,383-4802
35.6,23.27,6.76,3.46,69.09,378-8567
47.48,17.14,12.64,2.13,79.39,406-7844
29.6,8.42,9.52,2.08,49.62,402-9173
29.87,15.69,7.06,2.46,55.08,352-3440
43.61,18.88,7.05,3.51,73.05,363-1413
28.93,15.94,5.38,1.16,51.41,394-8861
23.73,21.27,7.11,2.92,55.03,358-4036
35.5,12.08,9.66,3.38,60.62,392-4680
35.72,21.16,7.14,3.89,67.91,354-2762
19.31,13.48,8.45,2.84,44.08,371-5811
34.44,13.86,12.06,2.24,62.6,387-2014
29.65,22.59,8.21,0,60.45,411-6598
35.8,13.96,9.06,2.54,61.36,355-9356
20.66,21.51,8.81,2.89,53.87,406-4720
21.73,15.44,8.88,4.29,50.34,356-7239
22.98,20.57,11.11,2.75,57.41,328-8747
16.9,23.38,9.54,4.51,54.33,388-9464
47.07,20.99,11.45,2.78,82.29,406-2866
27.78,20.41,7.38,3.13,58.7,333-5729
48.86,20,13.14,1.35,83.35,391-1499
20.49,19.36,7.13,2.75,49.73,386-8690
31.3,17.42,10.09,2.65,61.46,391-2231
31.45,19.76,8.6,4.02,63.83,332-2275
27.35,12.26,5.42,3.48,48.51,340-4028
35.29,21.39,8.62,2.94,68.24,363-3486
35.56,0,7.89,3.19,46.64,418-3181
26.93,26.06,6.49,0.57,60.05,351-3316
25.33,11.14,10.74,2.32,49.53,369-3626
34.77,17.75,10.08,2.65,65.25,353-2763
49.1,14.95,9.69,2.57,76.31,358-7165
18.46,17.54,5.68,3.62,45.3,353-3223
16.58,22.13,3.99,1.89,44.59,338-9044
28.31,22.19,11.82,3.59,65.91,341-7296
26.55,7.65,9.23,1.97,45.4,398-4431
38.28,21.83,11.24,3.11,74.46,408-5601
48.86,22.07,6.89,2.7,80.52,328-5188
29.8,20.51,9.51,2.11,61.93,329-4474
17.36,18.66,3.32,2.65,41.99,357-4573
26.84,22.07,10.35,3.78,63.04,341-7112
24.91,20.94,8.96,1.11,55.92,400-3147
41.79,24.37,10.83,2.43,79.42,378-1936
30.21,18.33,10.65,2.84,62.03,347-1640
42.64,12.96,6.66,2.7,64.96,374-9531
20.03,16.93,10.98,3.19,51.13,380-4374
20.35,16.12,11.53,3.48,51.48,380-9409
41.17,19.22,12.09,2.21,74.69,387-1116
27.78,21.19,11.24,2.65,62.86,400-7509
27.37,17.68,9.36,2.27,56.68,403-6225
21.88,14.41,8.71,2.78,47.78,382-8274
13.87,22.79,6.34,2.32,45.32,354-5764
35.31,16.97,9.74,1.97,63.99,387-6912
21.86,18.38,11.49,1.7,53.43,384-3413
39.66,17.83,9.48,2.46,69.43,367-3950
30.96,11.47,6.85,2.7,51.98,396-4254
28.56,13.87,7.77,2.16,52.36,333-3010
42.77,14.88,8.3,1.46,67.41,393-1891
31.25,15.59,10.58,3.13,60.55,336-9053
43.59,18.23,10.52,2.13,74.47,353-3372
30.63,8.3,8.18,2.27,49.38,386-8943
38.73,13.75,9.76,2.16,64.4,376-9716
25.13,23.53,6.75,2.75,58.16,370-8676
39.93,23.02,9.87,3.75,76.57,360-2329
18.85,18.14,8.38,2.13,47.5,360-1320
21.17,19.69,10,1.73,52.59,329-8638
39.7,15.95,5.5,2.59,63.74,385-1118
33.54,11.99,9.54,2.73,57.8,408-8269
9.89,17.18,9.47,2.81,39.35,391-2334
36.16,19.14,8.78,1.89,65.97,373-8900
25.76,11.19,10.59,3.19,50.73,382-3512
24.87,18.59,10.62,3.11,57.19,420-4089
33.17,12.65,10.1,1.81,57.73,406-8465
35.51,18.26,11.16,3.51,68.44,386-6114
23.07,17.71,9.4,2.38,52.56,413-9328
38.4,23.43,9.06,3.86,74.75,335-7144
20.77,14.21,8.77,2.62,46.37,414-5177
26.06,19.08,12.3,2.4,59.84,350-5993
36.38,16.35,10.92,2.13,65.78,370-1465
33.12,14.21,4.51,2.92,54.76,385-2370
35.14,23.89,7.13,2.97,69.13,358-9146
31.96,12.86,9.09,2.84,56.75,357-8515
20.79,10.1,6.66,3.7,41.25,406-8995
44.08,14.89,10.01,3.24,72.22,344-3145
19.57,17.96,6.12,3.73,47.38,341-9890
29.39,11.7,9.17,2.24,52.5,365-4387
26.59,11.08,9.33,1.97,48.97,375-3341
21.78,12.19,8.59,3.13,45.69,418-3096
33.42,14.47,8.74,3.38,60.01,378-3879
38.74,25.72,8.62,1.49,74.57,344-1362
33.13,16.29,6.89,3.56,59.87,419-3937
7.63,11.41,7.58,3.59,30.21,348-4961
44.68,18.34,6.97,2.11,72.1,329-1410
35.9,21.48,10.16,3.32,70.86,332-9896
34.68,19.13,10.81,2.59,67.21,407-8575
37.94,10.84,13.02,3.92,65.72,387-2799
20.23,15.94,8.52,3.11,47.8,373-9108
45.24,19.14,10.11,2.4,76.89,345-3947
22.85,12.95,10.64,2.54,48.98,356-7511
29.09,21.86,4.12,4.37,59.44,343-4516
28.99,21.62,8.88,2.84,62.33,408-6305
30.35,12.49,9.77,2.67,55.28,338-7305
34.88,13.16,8.61,3.81,60.46,401-3077
39.58,15.6,9.31,3.51,68,401-6977
40.78,21.57,5.79,1.81,69.95,385-1464
9.45,24.54,5,3.27,42.26,417-5034
26.1,20.56,11.01,2.86,60.53,420-7066
18.67,16.12,9.3,3,47.09,394-8256
33.34,15.77,11.25,1.4,61.76,362-5044
28.36,12.2,9.48,3.19,53.23,350-2075
19.24,22.94,10.31,1.92,54.41,343-5372
34.51,12.83,11.05,3.94,62.33,377-9520
41.28,19.9,9.52,1.62,72.32,391-6773
26.61,11.92,10.23,3.29,52.05,403-4442
45.34,13.45,12.95,3.73,75.47,379-5885
30.94,18.37,7.06,2.65,59.02,399-1021
14.6,16.48,10.42,2.73,44.23,342-4004
24.92,9.76,9.92,0.78,45.38,382-7659
18.79,17.71,3.93,3.75,44.18,342-1004
20.16,16.97,2.4,3.11,42.64,398-5851
33.59,6.8,5.44,4.21,50.04,396-4869
35.75,16.34,11.07,2.92,66.08,422-8333
37.45,24.29,9.14,2.54,73.42,367-9127
25.5,19.75,11.75,3.38,60.38,420-3028
27.49,17.65,9.26,2.48,56.88,357-6348
32.54,14.23,9.74,3.78,60.29,386-1131
24.94,12.61,10.74,3.38,51.67,349-8391
18.6,8.61,7.53,2.11,36.85,421-1484
24.5,21.23,9.51,3.67,58.91,414-2663
42.31,14.52,4.7,3.02,64.55,327-6989
14.57,18.84,8.58,3.13,45.12,405-5513
36.52,17.82,7.4,2.54,64.28,345-9168
27.01,20.64,11.15,1.76,60.56,417-5146
18.7,12.03,10.68,1.73,43.14,339-2792
25.98,15.61,6.83,2.84,51.26,345-8397
24.75,16.75,13.25,2.84,57.59,344-6404
15.86,16.97,9.28,1.76,43.87,417-9455
36.86,15.96,6.21,2.24,61.27,343-1009
34.32,13.15,7.4,2.43,57.3,365-3493
24.89,19.13,10.35,2.3,56.67,376-7043
46.36,19.12,8.02,2.84,76.34,348-5728
3.21,21.96,4.93,4,34.1,357-5784
29.38,16.44,4.03,3.46,53.31,417-9844
32.33,13.35,8.17,3.78,57.63,333-7225
22.2,17.69,9.21,4.21,53.31,382-4943
26.93,15.98,9.89,3.65,56.45,345-4589
28.31,20.08,9.25,4.21,61.85,404-6337
21.98,17.24,10.49,3.48,53.19,412-1470
33.88,16.44,11.45,1.89,63.66,394-9220
31.47,19.81,6.85,2.46,60.59,364-5362
29.82,16.78,8.47,2.62,57.69,372-9852
44.78,12.91,9.83,2.89,70.41,394-9984
16.01,22.45,9.17,1.97,49.6,402-1668
32.2,18.62,7.56,1.92,60.3,339-5659
20.06,14.21,9.26,3.19,46.72,341-7279
36.06,16.1,15.85,2.27,70.28,371-3236
37.74,15.9,12.7,3.35,69.69,343-5679
37.88,15.34,6.81,3.51,63.54,347-4626
32.3,9.91,6.37,3.29,51.87,344-8498
46.21,20.16,9.45,2.35,78.17,349-3005
33.22,22.8,7.56,2.27,65.85,371-3498
33.93,18.22,8.86,1.94,62.95,367-4853
17,14.75,9.81,2.73,44.29,422-3454
27.3,18.96,5.58,2.57,54.41,403-8915
26.98,13.64,9.82,2.67,53.11,371-2418
26.27,18.21,8.01,3.24,55.73,411-2977
32.69,10.99,6.13,1.7,51.51,389-8163
51.87,15.98,10.59,2.3,80.74,417-4456
32.81,13.06,11.72,2,59.59,351-1894
12.33,17.34,5.31,1.78,36.76,386-6408
17.88,29.01,7.46,1.7,56.05,370-9592
30.69,11.45,7.68,2.7,52.52,397-9251
36.5,26.72,12.61,3.86,79.69,395-6913
14.76,9.19,9.19,3.56,36.7,332-3804
22.36,14.86,8.29,2.13,47.64,421-1326
23.02,20.15,5.32,4.73,53.22,415-8200
29.63,21.6,7.94,1.59,60.76,371-9414
34.66,16.3,5.96,3.27,60.19,347-3895
40.04,12.1,14.25,3.38,69.77,342-5854
26.69,21.84,8.35,3.27,60.15,379-7192
19.02,18.96,10.94,2.7,51.62,394-5753
40.17,12.99,7.21,3.02,63.39,390-6932
27.81,24.09,11.79,2.32,66.01,394-3171
36.31,14.95,9.32,2.4,62.98,394-5202
24.38,14.45,5.76,2.54,47.13,348-3777
13.31,16.85,11.18,3.27,44.61,407-3949
16.51,19.38,10.8,2.86,49.55,363-4779
16,12.55,9.61,2.73,40.89,340-2239
38.47,23.32,10.92,2.21,74.92,359-3423
22.75,13.5,8.53,2.84,47.62,382-9297
32.35,21.17,9.71,2.86,66.09,330-9294
50.13,14.08,8.51,2.65,75.37,362-8763
31.52,16.27,6.48,2.7,56.97,403-4816
30.52,16.31,7.45,3.24,57.52,371-2155
26.86,17.67,8.57,2.73,55.83,334-1339
29.41,16.18,13.05,2.81,61.45,341-7412
22.81,18.01,7.54,2.21,50.57,375-4770
21.28,19.63,8.64,3.4,52.95,406-7643
33.3,19.3,14.09,3.56,70.25,415-8164
36.41,15.4,7.83,2.78,62.42,354-3545
37.59,20.12,11.35,2.57,71.63,377-3139
22.44,14.73,9.16,3.13,49.46,418-7478
26.79,16.86,16.42,2.46,62.53,385-6952
18.75,15.5,8.27,2.97,45.49,381-8593
27.46,16.4,7.57,3.02,54.45,365-9371
29.21,20.46,11.05,2.86,63.58,401-7335
35.87,13.18,10.57,3.08,62.7,364-5126
23.68,16.35,6.8,2.51,49.34,385-7157
49.57,18.79,10.31,3.78,82.45,385-4766
23.63,11.3,12.24,3.27,50.44,390-1760
39.92,16.93,7.34,2.7,66.89,365-8831
31.89,17.12,11.89,2.38,63.28,353-4002
27.17,17.86,7.88,3.54,56.45,367-5923
30.11,16.49,11.4,1.4,59.4,393-9548
20.04,13.63,10.59,3.08,47.34,362-2356
42.09,21.79,7.14,2.92,73.94,365-2341
28.88,11.76,6.42,2.3,49.36,388-8797
31.45,17.31,7.67,3.81,60.24,400-4713
34.83,17.09,9.89,3.05,64.86,420-3042
38.34,15.47,12.19,2.54,68.54,396-4171
28.85,12.02,11.39,2.84,55.1,389-8417
40.68,18.99,11.31,2.86,73.84,339-4068
19.26,16.82,12.8,3.16,52.04,341-4873
27.52,19.56,6.7,2.75,56.53,336-2322
22.66,15.78,7.27,1.51,47.22,402-1607
29.02,9.34,7.46,2.35,48.17,379-3037
32.25,13.27,10.98,2.24,58.74,382-1399
54.79,19.58,10.87,2.11,87.35,394-5489
21.15,27.28,7.07,2.81,58.31,387-6065
24.97,9.72,5.15,3.08,42.92,327-6087
32.74,17.54,12.74,2.92,65.94,341-8667
16.37,15.27,7.48,2.78,41.9,338-9612
22.42,14.25,9.27,3.97,49.91,364-1134
25.02,14.89,6.13,3.59,49.63,413-4811
24.33,20.37,9.98,1.92,56.6,354-4333
47.67,15.25,6.78,4.1,73.8,382-2026
40.32,18.11,8.67,2.89,69.99,368-3287
31.31,15.44,6.45,3.46,56.66,367-8298
18.55,15.9,9.75,2.7,46.9,391-1783
23.48,13.45,9.71,2.78,49.42,393-8762
31.76,17.65,8.78,2.38,60.57,385-1423
26.42,24.73,10.28,3.75,65.18,406-7670
41.7,10.45,10.28,2.3,64.73,339-5423
35,23.58,9.09,2.97,70.64,366-8939
35.22,18.2,8.69,3.21,65.32,353-2391
25.76,21.14,8.99,2.89,58.78,372-4203
37.72,23.65,12.96,1.92,76.25,385-5688
32.3,20.96,13.69,2.57,69.52,397-7453
37.54,13.28,8.46,2.84,62.12,366-9015
29.53,17.34,7.86,1.7,56.43,356-1654
19.52,12.75,12.09,2.59,46.95,337-3932
19.35,16.35,9.67,2.81,48.18,350-1126
24.34,15.26,7.73,1.67,49,416-3649
31.35,17.32,10.68,2.51,61.86,349-1726
38.66,21.08,2.76,2.11,64.61,405-1589
38.08,17.91,10.44,0.57,67,366-7560
36.75,15.78,13.5,2.7,68.73,333-9643
22.08,19.56,6.32,3.59,51.55,355-6422
39.12,24.45,7.97,1.86,73.4,329-5400
34.75,23.22,8.08,2.97,69.02,383-6356
36.82,14.71,10.89,2.46,64.88,377-7276
42.08,19.16,10.99,2.75,74.98,337-1586
38.78,11.59,8.88,2.43,61.68,336-9273
38.4,25.42,11.31,3.02,78.15,415-5476
17.6,10.02,9.05,3.24,39.91,332-2650
19.64,21.44,9.4,2.03,52.51,418-8257
37.2,12.61,12.5,2.62,64.93,407-3121
38.05,20.81,10.07,3.32,72.25,381-2413
24.45,15.64,12.4,3.48,55.97,378-1144
5.08,10.97,14.67,2.32,33.04,359-5091
47.04,17.31,11.08,2.24,77.67,378-6986
24.04,12.44,5.54,2.19,44.21,386-6580
26.16,11.96,9.8,3.46,51.38,419-9713
32.39,17.47,5.88,3.73,59.47,382-6153
32.74,15.21,9.66,2.54,60.15,332-1690
25.81,8.81,7.03,3.29,44.94,348-9383
36.65,16.4,6.48,2.73,62.26,420-3857
30.6,19.47,6.27,2.11,58.45,405-2653
26.74,16.79,5.77,2.27,51.57,417-9278
33.41,13.48,12.12,1.84,60.85,352-5663
40.85,13.81,10.44,3.21,68.31,370-8786
32.86,13.15,7.87,2.54,56.42,415-6333
36.02,23.32,9.47,1.46,70.27,391-6558
37.18,13.23,12.48,2.21,65.1,396-4234
41.96,17.54,9.38,3.56,72.44,345-6961
29.7,12.58,7.57,4.27,54.12,346-5992
40.8,11.4,8.51,2.51,63.22,402-3908
30.8,15.1,10.26,1.35,57.51,350-2340
19.33,14.03,6.37,2.92,42.65,410-2015
29.7,13.65,6.99,3.62,53.96,380-3311
35.89,19,6.68,2.62,64.19,399-7029
28.78,15.18,10.9,3.29,58.15,337-3868
42.06,14.95,12.93,3.05,72.99,354-8088
22.3,19.33,8.05,3.46,53.14,416-9723
27.44,13.91,6.89,3.19,51.43,337-4403
18.22,7.38,7.03,2.62,35.25,416-1536
36.02,17.25,9.61,2.38,65.26,386-3796
27.27,24.3,8.21,1.86,61.64,340-4989
39.22,21.83,11.88,1.73,74.66,340-6221
39.54,21.54,6.93,2.84,70.85,363-3469
50.1,25.04,11.7,2.92,89.76,345-3787
22.68,19.03,8.12,2.75,52.58,362-3107
52.05,16.12,10.81,3.16,82.14,345-1994
40.26,15.84,5.71,2.81,64.62,377-5417
21.37,23.45,9.65,3.83,58.3,369-8574
28.63,23.46,8.83,3.08,64,344-6847
12.05,11.43,7.6,3.24,34.32,391-7528
17.85,10.35,9.97,1,39.17,393-6053
25.86,18.32,11.81,3.24,59.23,392-6286
30.75,16.57,8.9,2.38,58.6,365-9079
26.62,13.73,13.26,2.54,56.15,399-3089
30.69,19.05,9.26,0.65,59.65,365-2192
40.6,19.55,9.28,3.56,72.99,394-3051
30.96,18.16,8.69,3.62,61.43,357-2429
23.73,28.29,9.62,2.38,64.02,421-6268
34.05,21.56,6.72,2.75,65.08,401-5915
26.1,21.39,8.2,2.3,57.99,348-6057
21.79,14.59,11.29,3.16,50.83,349-3843
27.12,17.2,11.52,4.51,60.35,396-5561
38.49,23.53,9.6,3.32,74.94,370-9622
42.82,16.54,9.5,2.27,71.13,371-9602
44.97,16.49,11.82,2.03,75.31,351-2815
26.13,16.03,9.04,2.89,54.09,369-8703
39.46,17.92,7.44,4.05,68.87,355-2840
34.32,18.05,7.96,2.11,62.44,372-1115
31.77,15.52,6.44,1.13,54.86,337-2986
33.42,15.35,11.03,1.78,61.58,404-3238
39.46,14.3,8.88,2.67,65.31,397-4968
28.22,6.34,11.16,1.7,47.42,327-1058
34.1,13.95,7.63,0.68,56.36,419-9509
23.97,18.02,7.88,1.32,51.19,349-7282
41.65,18.44,5.06,2.03,67.18,382-5743
23.94,19.43,6.88,2.94,53.19,358-2694
43.37,22.69,8.9,2.38,77.34,378-1884
21.25,20,9.69,2.75,53.69,330-1627
30.7,23.83,13.16,1.35,69.04,392-5716
42.28,14.65,8.64,3.05,68.62,384-6132
30.28,20.12,11.88,2.27,64.55,359-2740
20.77,11.19,7.63,2.78,42.37,338-6714
39.32,19.1,9.66,1.94,70.02,347-9968
18.9,10.38,8.14,3.4,40.82,343-3399
17.54,20.09,9.16,3.21,50,334-6129
23.53,13.51,2.13,1.05,40.22,377-4975
24.87,18.41,10.49,3.11,56.88,405-3533
35.07,20.49,10.25,3.16,68.97,337-9326
22.44,23.77,8.1,3.65,57.96,338-6556
46.68,13.69,8.75,2.48,71.6,354-3040
31.5,19.15,8.74,3.16,62.55,396-1278
26.32,15.06,9.34,2.43,53.15,354-6810
30.46,24.07,10.26,3.97,68.76,403-6237
48.65,15.91,6.58,2.97,74.11,411-6823
45.56,13.06,10.45,4.59,73.66,338-1400
23.38,16.84,13.17,3.59,56.98,412-6245
41.31,16.3,5.3,3.62,66.53,377-3417
22.93,18.83,5.12,4.05,50.93,343-2597
39.81,18.42,5.88,3.75,67.86,388-8282
29.77,14.61,5.9,1.97,52.25,416-8394
24.17,22.3,6.26,2.73,55.46,343-6643
22.51,17.03,9.11,1.62,50.27,330-4364
16.63,17.61,9.65,1.59,45.48,414-1537
45.37,19.52,11.33,2.97,79.19,408-1913
26.38,22.81,8.39,2.62,60.2,406-5532
34.03,20.82,8.59,2.38,65.82,417-7722
49.15,19.87,10.06,3.43,82.51,367-5226
33.73,21.21,7.33,2.84,65.11,344-5766
30.65,17.68,8.15,3.46,59.94,405-1370
14.67,20.29,10.73,3.38,49.07,368-9073
50.15,19.01,10.32,3.48,82.96,373-7974
40.95,14.23,14.5,3.97,73.65,371-4633
35.31,18.49,5.65,2.16,61.61,336-4960
21.85,13.91,10.93,0,46.69,405-5083
38.15,12.41,10.86,2.38,63.8,392-1105
28.03,10.75,10.73,2.7,52.21,378-2397
40.46,13.98,12.71,2.86,70.01,331-4184
39.27,18.9,6.66,2.24,67.07,376-2408
18.24,20.25,12.23,2.7,53.42,345-3614
31.45,15.51,12.37,1.38,60.71,370-9296
41.5,17.29,10.53,2.08,71.4,402-5076
40.53,20.95,8.93,3.35,73.76,401-7334
23.99,19.1,7.84,3.56,54.49,409-3428
26.88,9.79,8.21,3.19,48.07,362-2067
37.42,18.89,7.13,3.54,66.98,352-2270
33.92,11.48,8.31,2.94,56.65,404-5840
18.62,24.32,11.14,1.32,55.4,360-3126
31.82,9.75,4.71,3.56,49.84,364-8731
18.34,15.9,9.83,0,44.07,388-4331
29.26,19.01,6.75,3.75,58.77,335-7324
34.65,7.46,7.48,3.16,52.75,362-8886
27.2,18.3,8.5,2.46,56.46,410-4882
8.69,17.73,8.91,3.32,38.65,371-1139
38.71,14.45,5.79,3.16,62.11,391-5516
34.65,17.43,6.97,2.43,61.48,380-3186
41.09,14.09,7.23,3.05,65.46,347-9995
13.28,20.34,6.5,3.32,43.44,340-9013
31.93,12.68,9.06,2.97,56.64,362-8378
21.61,19.41,7.5,1.92,50.44,418-8969
47.6,17.19,7.06,2.81,74.66,417-1488
26.04,17.92,6.91,2.11,52.98,358-9898
23.31,13.23,11.14,3.11,50.79,373-7308
31.64,16.88,9.29,3.73,61.54,330-7137
38.1,20.3,7.84,3.11,69.35,406-8445
14.21,17.33,10.33,2.19,44.06,404-5283
34.66,19.89,7.23,4.81,66.59,398-3632
35.92,14.08,11.97,3.59,65.56,399-5763
37.3,19.18,11.49,3.24,71.21,340-9449
32.37,7.82,10.12,3.67,53.98,363-1123
25.11,24.08,8.47,1.86,59.52,361-2170
39.08,12.27,11.81,3.83,66.99,406-6304
17.48,12.21,8.61,2.7,41,392-5090
30.38,19.86,5.94,2.46,58.64,373-7713
25.25,9.73,8.02,1.76,44.76,392-1376
27.9,18.62,9.91,3.32,59.75,390-6388
33.52,16.02,9.5,2.11,61.15,379-7290
21.23,25.54,8.66,3.13,58.56,397-9928
19.62,17.84,12.64,4.29,54.39,378-6924
23.8,16.69,5.4,2.62,48.51,411-5677
32.96,7.23,9.45,3.56,53.2,400-2738
54.59,22.57,8.12,3.11,88.39,409-1856
20.13,21.19,10.22,3.67,55.21,362-5899
28.87,16.8,8.72,3.13,57.52,377-1164
32.88,9.94,10.95,2.51,56.28,368-8555
18.12,24.21,8.05,4.02,54.4,347-6812
22.9,16.12,9.96,3.19,52.17,348-3830
26.55,18.32,12.56,2.67,60.1,414-4276
39.29,13.04,8.61,2.59,63.53,370-3271
30.74,24.55,8.64,3.81,67.74,328-8230
36.35,13.57,6.26,1.35,57.53,364-6381
39.85,22.6,10.86,3.7,77.01,400-4344
