phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
413-5306,1,1,13,0,0,0,0,1,0,0,0,0,0
417-6906,2,1,25,0,0,0,0,0,1,0,0,0,0
331-4807,2,1,29,0,0,0,0,0,0,0,1,0,0
376-5375,2,0,0,0,0,0,0,0,0,0,0,0,0
361-9839,2,2,40,0,0,0,0,0,0,0,0,0,2
348-8679,3,2,51,0,0,0,0,1,0,1,0,0,0
403-6565,0,0,0,0,0,0,0,0,0,0,0,0,0
346-5287,1,1,2,0,0,0,0,0,0,0,1,0,0
413-6769,2,0,0,0,0,0,0,0,0,0,0,0,0
370-5042,1,1,15,0,0,0,0,1,0,0,0,0,0
397-9486,2,1,18,0,0,1,0,0,0,0,0,0,0
364-3286,4,2,20,0,1,0,0,0,0,0,0,0,1
420-8897,1,1,5,0,0,0,0,0,0,1,0,0,0
378-9506,2,2,60,0,0,0,0,0,0,2,0,0,0
399-6259,0,0,0,0,0,0,0,0,0,0,0,0,0
335-5806,1,1,19,0,0,0,0,0,1,0,0,0,0
401-6392,2,2,42,0,0,0,0,1,1,0,0,0,0
379-9859,2,2,43,0,0,1,0,1,0,0,0,0,0
415-4051,1,1,9,0,0,0,0,0,0,0,0,1,0
368-5612,2,2,58,0,0,0,0,0,0,0,0,1,1
374-5301,1,1,6,1,0,0,0,0,0,0,0,0,0
406-5710,0,0,0,0,0,0,0,0,0,0,0,0,0
354-7077,5,3,103,1,0,1,0,0,0,0,1,0,0
343-3340,3,2,64,1,0,0,0,0,0,1,0,0,0
377-8267,1,1,24,0,0,0,1,0,0,0,0,0,0
382-2453,1,1,8,0,0,0,0,0,0,0,0,1,0
333-7449,1,1,20,1,0,0,0,0,0,0,0,0,0
366-4287,1,1,22,0,1,0,0,0,0,0,0,0,0
415-2285,1,1,12,0,0,0,0,0,1,0,0,0,0
381-1328,0,0,0,0,0,0,0,0,0,0,0,0,0
344-4022,1,1,17,1,0,0,0,0,0,0,0,0,0
415-6601,1,1,20,0,0,0,1,0,0,0,0,0,0
351-7309,1,1,5,0,0,0,0,0,0,0,1,0,0
363-7802,3,3,96,1,0,0,0,0,0,0,1,0,1
408-4870,1,1,8,0,0,0,0,0,0,0,0,1,0
378-9478,4,0,0,0,0,0,0,0,0,0,0,0,0
401-4778,1,1,24,0,0,0,0,1,0,0,0,0,0
370-9563,1,1,5,0,1,0,0,0,0,0,0,0,0
394-6382,3,2,51,1,1,0,0,0,0,0,0,0,0
333-5295,0,0,0,0,0,0,0,0,0,0,0,0,0
370-2451,1,1,9,0,0,0,0,1,0,0,0,0,0
401-6982,2,2,19,0,0,0,0,0,0,1,0,1,0
329-8115,0,0,0,0,0,0,0,0,0,0,0,0,0
340-3409,0,0,0,0,0,0,0,0,0,0,0,0,0
397-5911,3,1,32,1,0,0,0,0,0,0,0,0,0
415-6127,1,1,5,1,0,0,0,0,0,0,0,0,0
392-6073,2,2,49,1,0,0,0,0,0,0,1,0,0
419-6564,2,2,43,0,0,0,1,0,0,1,0,0,0
340-8245,4,2,49,0,2,0,0,0,0,0,0,0,0
376-4540,0,0,0,0,0,0,0,0,0,0,0,0,0
361-5936,3,2,52,0,0,1,0,0,0,1,0,0,0
421-9846,0,0,0,0,0,0,0,0,0,0,0,0,0
356-1582,1,1,12,0,0,0,1,0,0,0,0,0,0
375-4900,1,1,24,0,0,0,0,0,0,0,1,0,0
420-8953,2,0,0,0,0,0,0,0,0,0,0,0,0
376-4035,0,0,0,0,0,0,0,0,0,0,0,0,0
344-5206,3,2,53,0,0,0,0,1,0,1,0,0,0
328-7833,5,4,134,1,0,0,0,1,1,0,1,0,0
417-4266,2,2,27,0,0,0,0,0,1,0,0,1,0
351-6574,1,1,21,0,0,0,0,0,0,0,0,1,0
372-8925,0,0,0,0,0,0,0,0,0,0,0,0,0
340-5678,3,2,29,0,0,1,0,0,0,0,0,1,0
361-6814,0,0,0,0,0,0,0,0,0,0,0,0,0
336-7155,1,1,5,0,0,0,0,0,0,1,0,0,0
342-8167,3,1,10,0,0,0,0,0,0,0,0,0,1
375-9180,0,0,0,0,0,0,0,0,0,0,0,0,0
357-7064,2,2,29,0,0,0,0,0,0,0,2,0,0
347-5354,1,1,12,0,0,0,0,0,0,0,1,0,0
362-9391,0,0,0,0,0,0,0,0,0,0,0,0,0
386-8984,0,0,0,0,0,0,0,0,0,0,0,0,0
384-6372,1,1,17,0,0,0,0,0,0,1,0,0,0
358-1329,2,1,21,0,0,1,0,0,0,0,0,0,0
400-7987,1,1,2,0,0,0,0,0,0,0,1,0,0
327-8732,0,0,0,0,0,0,0,0,0,0,0,0,0
389-6955,0,0,0,0,0,0,0,0,0,0,0,0,0
396-1800,2,2,38,0,1,0,0,0,0,0,1,0,0
349-4979,2,1,13,1,0,0,0,0,0,0,0,0,0
361-5864,2,2,38,1,0,0,0,0,0,0,1,0,0
418-4658,0,0,0,0,0,0,0,0,0,0,0,0,0
330-6208,3,2,59,0,0,1,0,0,1,0,0,0,0
416-6628,1,1,7,0,0,0,0,0,1,0,0,0,0
349-5617,3,2,42,0,0,0,1,0,0,0,1,0,0
397-8051,1,1,14,0,1,0,0,0,0,0,0,0,0
413-6346,0,0,0,0,0,0,0,0,0,0,0,0,0
395-9270,3,0,0,0,0,0,0,0,0,0,0,0,0
401-7575,1,1,16,0,0,0,0,0,0,1,0,0,0
332-5964,0,0,0,0,0,0,0,0,0,0,0,0,0
348-3338,3,1,30,0,0,0,0,0,0,1,0,0,0
387-5411,3,2,42,1,0,0,0,1,0,0,0,0,0
378-7872,2,2,39,1,0,0,0,0,1,0,0,0,0
389-6037,1,1,14,0,0,0,0,0,0,0,1,0,0
349-3732,3,2,56,0,0,0,1,0,0,0,0,1,0
347-9738,0,0,0,0,0,0,0,0,0,0,0,0,0
380-6074,3,3,74,1,1,0,0,0,0,0,1,0,0
338-4307,1,1,1,0,0,0,0,0,0,1,0,0,0
339-3636,1,1,18,0,0,0,0,1,0,0,0,0,0
328-9315,5,3,80,1,0,1,0,0,0,0,0,1,0
402-3634,1,1,18,0,0,0,0,0,0,0,0,0,1
348-4316,4,0,0,0,0,0,0,0,0,0,0,0,0
375-3826,2,2,31,0,0,0,0,0,0,0,0,1,1
360-1406,0,0,0,0,0,0,0,0,0,0,0,0,0
356-5475,6,5,117,0,0,1,1,1,1,0,0,0,1
363-9969,1,1,7,0,1,0,0,0,0,0,0,0,0
350-4367,1,1,13,0,0,0,0,0,0,0,0,0,1
348-1592,1,1,2,0,0,1,0,0,0,0,0,0,0
368-9751,1,1,16,0,0,0,0,0,0,0,0,1,0
380-6413,1,1,20,0,0,0,0,0,0,0,0,1,0
367-9259,2,1,29,0,0,0,1,0,0,0,0,0,0
404-8765,3,3,65,0,0,2,0,0,1,0,0,0,0
371-6284,3,3,43,0,0,0,0,0,2,0,0,0,1
403-9468,1,1,19,0,0,0,0,0,0,0,1,0,0
335-3133,4,2,42,0,0,0,1,0,0,0,0,0,1
366-4426,2,2,55,0,1,0,0,1,0,0,0,0,0
354-4752,1,1,17,1,0,0,0,0,0,0,0,0,0
406-4768,0,0,0,0,0,0,0,0,0,0,0,0,0
367-9257,0,0,0,0,0,0,0,0,0,0,0,0,0
342-8348,2,2,46,0,0,0,1,0,0,0,0,0,1
410-7611,1,1,14,0,0,0,0,1,0,0,0,0,0
341-3270,1,1,7,0,0,0,0,0,0,0,1,0,0
416-7452,0,0,0,0,0,0,0,0,0,0,0,0,0
356-8982,2,0,0,0,0,0,0,0,0,0,0,0,0
340-6908,1,1,1,0,1,0,0,0,0,0,0,0,0
348-6659,2,2,38,0,1,0,0,0,0,0,0,0,1
345-2401,0,0,0,0,0,0,0,0,0,0,0,0,0
422-5264,0,0,0,0,0,0,0,0,0,0,0,0,0
422-1799,2,2,26,0,0,0,0,1,1,0,0,0,0
404-2877,0,0,0,0,0,0,0,0,0,0,0,0,0
417-7913,1,1,7,0,0,1,0,0,0,0,0,0,0
399-2457,2,1,29,0,0,1,0,0,0,0,0,0,0
419-3427,2,2,42,0,0,0,0,0,0,1,0,1,0
358-2490,2,1,8,1,0,0,0,0,0,0,0,0,0
349-3112,1,1,12,0,0,0,0,0,0,0,0,0,1
414-5422,0,0,0,0,0,0,0,0,0,0,0,0,0
386-3766,1,1,20,0,0,0,0,0,0,0,0,1,0
386-9724,2,0,0,0,0,0,0,0,0,0,0,0,0
416-7393,3,0,0,0,0,0,0,0,0,0,0,0,0
395-1380,3,3,51,1,0,0,0,1,0,1,0,0,0
408-4911,0,0,0,0,0,0,0,0,0,0,0,0,0
387-4064,0,0,0,0,0,0,0,0,0,0,0,0,0
380-5667,1,1,15,0,0,0,0,1,0,0,0,0,0
402-8930,1,1,4,1,0,0,0,0,0,0,0,0,0
336-6533,3,1,18,0,0,0,0,0,0,1,0,0,0
359-9992,1,1,11,0,0,0,0,0,0,0,0,0,1
391-1737,4,2,75,0,0,0,0,0,1,0,0,0,1
404-2871,4,0,0,0,0,0,0,0,0,0,0,0,0
420-6121,1,1,15,0,0,0,0,0,1,0,0,0,0
369-4012,2,0,0,0,0,0,0,0,0,0,0,0,0
357-2294,0,0,0,0,0,0,0,0,0,0,0,0,0
348-9938,0,0,0,0,0,0,0,0,0,0,0,0,0
394-3023,2,1,11,0,1,0,0,0,0,0,0,0,0
352-5466,1,1,8,0,0,0,0,0,0,0,1,0,0
364-5510,1,1,3,0,0,0,0,0,0,1,0,0,0
396-6462,3,2,57,0,1,0,0,0,0,0,1,0,0
384-5335,2,1,12,0,0,0,1,0,0,0,0,0,0
416-6886,9,2,41,0,1,0,0,1,0,0,0,0,0
357-2748,1,1,13,0,0,0,0,0,0,0,1,0,0
386-7976,0,0,0,0,0,0,0,0,0,0,0,0,0
403-9199,2,0,0,0,0,0,0,0,0,0,0,0,0
361-1900,0,0,0,0,0,0,0,0,0,0,0,0,0
405-3848,0,0,0,0,0,0,0,0,0,0,0,0,0
344-1136,2,2,39,0,0,1,1,0,0,0,0,0,0
378-6276,6,3,76,1,0,0,0,1,0,0,0,0,1
343-2592,1,1,3,0,0,0,0,0,0,0,0,1,0
396-4410,0,0,0,0,0,0,0,0,0,0,0,0,0
397-3943,0,0,0,0,0,0,0,0,0,0,0,0,0
347-3821,2,0,0,0,0,0,0,0,0,0,0,0,0
400-8069,1,1,3,0,0,1,0,0,0,0,0,0,0
346-5349,0,0,0,0,0,0,0,0,0,0,0,0,0
345-5089,3,2,57,0,0,0,0,0,0,0,0,2,0
410-4613,4,0,0,0,0,0,0,0,0,0,0,0,0
356-4706,2,0,0,0,0,0,0,0,0,0,0,0,0
347-3406,1,1,19,0,0,0,0,0,0,0,1,0,0
333-9133,1,1,19,0,0,0,0,0,0,0,1,0,0
392-2459,1,1,16,0,0,0,0,0,0,1,0,0,0
401-3685,0,0,0,0,0,0,0,0,0,0,0,0,0
352-7752,1,1,9,1,0,0,0,0,0,0,0,0,0
388-9285,5,4,110,1,0,2,0,0,0,1,0,0,0
332-5582,2,1,23,1,0,0,0,0,0,0,0,0,0
376-2550,1,1,12,0,0,0,0,0,0,0,0,0,1
333-4594,1,1,12,0,1,0,0,0,0,0,0,0,0
375-2522,2,0,0,0,0,0,0,0,0,0,0,0,0
388-2240,1,1,23,0,0,0,0,0,0,1,0,0,0
420-1782,1,1,16,0,0,0,0,0,0,1,0,0,0
384-8890,2,1,11,0,0,0,0,0,0,1,0,0,0
371-4788,0,0,0,0,0,0,0,0,0,0,0,0,0
360-5636,1,1,5,0,0,1,0,0,0,0,0,0,0
373-4264,1,1,20,0,0,0,0,0,0,1,0,0,0
352-9836,0,0,0,0,0,0,0,0,0,0,0,0,0
342-2013,0,0,0,0,0,0,0,0,0,0,0,0,0
354-5689,5,3,106,0,0,1,0,1,1,0,0,0,0
335-8427,2,1,14,0,0,0,1,0,0,0,0,0,0
409-6753,2,2,52,0,1,0,1,0,0,0,0,0,0
349-1756,0,0,0,0,0,0,0,0,0,0,0,0,0
328-8980,2,1,13,0,0,0,0,0,0,0,0,1,0
399-2151,2,1,14,0,0,1,0,0,0,0,0,0,0
379-9524,4,3,68,0,1,0,0,0,1,0,0,0,1
352-9947,2,0,0,0,0,0,0,0,0,0,0,0,0
336-1043,0,0,0,0,0,0,0,0,0,0,0,0,0
416-7013,1,1,12,0,0,0,1,0,0,0,0,0,0
345-4551,2,0,0,0,0,0,0,0,0,0,0,0,0
405-9864,1,1,1,0,1,0,0,0,0,0,0,0,0
350-4297,2,0,0,0,0,0,0,0,0,0,0,0,0
350-7114,6,1,13,0,0,0,0,0,0,1,0,0,0
400-4244,2,2,39,0,0,0,1,0,0,0,1,0,0
417-2608,0,0,0,0,0,0,0,0,0,0,0,0,0
372-2990,1,1,5,0,0,0,0,0,0,0,1,0,0
353-9998,4,4,117,0,0,1,0,0,2,0,1,0,0
330-3008,2,1,5,0,0,1,0,0,0,0,0,0,0
384-8629,0,0,0,0,0,0,0,0,0,0,0,0,0
404-9504,1,1,4,0,0,0,1,0,0,0,0,0,0
405-8753,1,1,20,0,0,0,0,0,0,0,0,0,1
409-9911,4,2,39,0,0,0,0,0,0,1,0,0,1
394-4260,2,0,0,0,0,0,0,0,0,0,0,0,0
380-9063,1,1,9,0,0,0,0,1,0,0,0,0,0
395-4509,0,0,0,0,0,0,0,0,0,0,0,0,0
401-6671,1,1,14,0,0,0,0,0,0,1,0,0,0
405-7204,3,2,35,1,0,0,0,0,0,0,0,1,0
329-5377,0,0,0,0,0,0,0,0,0,0,0,0,0
408-9572,5,3,68,1,0,1,0,0,1,0,0,0,0
380-9879,1,1,11,0,0,0,1,0,0,0,0,0,0
384-9243,2,0,0,0,0,0,0,0,0,0,0,0,0
404-5597,1,1,6,0,0,0,0,0,0,1,0,0,0
359-7521,3,1,9,0,0,0,0,0,0,1,0,0,0
327-4795,3,2,25,0,1,0,0,0,0,1,0,0,0
338-7955,1,1,19,0,0,1,0,0,0,0,0,0,0
379-6970,2,0,0,0,0,0,0,0,0,0,0,0,0
351-7807,1,1,6,0,0,0,1,0,0,0,0,0,0
342-9394,1,1,1,0,0,1,0,0,0,0,0,0,0
384-6264,1,1,9,0,1,0,0,0,0,0,0,0,0
352-4534,1,1,19,0,0,0,1,0,0,0,0,0,0
378-4617,4,2,58,1,0,0,0,0,0,1,0,0,0
364-9567,1,1,18,0,0,1,0,0,0,0,0,0,0
371-5875,1,1,19,1,0,0,0,0,0,0,0,0,0
383-6489,4,1,14,0,0,1,0,0,0,0,0,0,0
345-7117,2,2,36,0,0,2,0,0,0,0,0,0,0
384-3902,0,0,0,0,0,0,0,0,0,0,0,0,0
386-2759,2,1,5,0,0,0,0,0,1,0,0,0,0
356-1270,2,0,0,0,0,0,0,0,0,0,0,0,0
379-1336,1,1,6,0,0,0,1,0,0,0,0,0,0
354-7201,3,2,55,0,0,2,0,0,0,0,0,0,0
404-5057,0,0,0,0,0,0,0,0,0,0,0,0,0
407-8012,1,1,15,0,0,0,0,1,0,0,0,0,0
332-6139,1,1,19,0,0,0,1,0,0,0,0,0,0
328-1373,3,1,33,0,0,0,1,0,0,0,0,0,0
411-6501,3,1,11,0,0,0,0,0,0,1,0,0,0
329-8056,0,0,0,0,0,0,0,0,0,0,0,0,0
415-4564,1,1,18,0,0,0,0,0,0,0,1,0,0
329-6192,0,0,0,0,0,0,0,0,0,0,0,0,0
384-3904,0,0,0,0,0,0,0,0,0,0,0,0,0
373-1028,1,1,21,0,0,0,0,0,0,0,0,1,0
369-1220,1,1,9,0,0,1,0,0,0,0,0,0,0
359-9369,1,1,23,0,1,0,0,0,0,0,0,0,0
415-3016,1,1,5,1,0,0,0,0,0,0,0,0,0
414-7090,3,2,33,0,0,0,0,1,0,0,0,0,1
350-2250,3,3,77,0,0,0,1,0,1,0,0,1,0
383-9355,1,1,13,0,1,0,0,0,0,0,0,0,0
417-3257,2,1,28,0,0,1,0,0,0,0,0,0,0
336-8010,2,2,45,0,0,1,0,0,0,0,0,1,0
354-7718,0,0,0,0,0,0,0,0,0,0,0,0,0
358-4412,1,1,15,0,0,0,0,0,0,0,0,0,1
368-8972,0,0,0,0,0,0,0,0,0,0,0,0,0
407-9841,0,0,0,0,0,0,0,0,0,0,0,0,0
393-5208,0,0,0,0,0,0,0,0,0,0,0,0,0
332-2889,4,3,103,0,0,1,1,0,1,0,0,0,0
374-5530,1,1,1,1,0,0,0,0,0,0,0,0,0
332-3381,2,2,45,0,1,0,0,0,0,0,0,1,0
344-9347,0,0,0,0,0,0,0,0,0,0,0,0,0
412-1991,5,3,106,0,0,2,1,0,0,0,0,0,0
393-4528,1,1,2,0,0,0,0,0,0,0,1,0,0
347-2378,1,1,2,1,0,0,0,0,0,0,0,0,0
385-2699,1,1,13,0,0,0,0,0,0,0,0,0,1
383-4319,2,1,9,0,0,0,0,0,1,0,0,0,0
352-7915,1,1,1,0,0,0,0,0,0,0,1,0,0
375-5547,1,1,3,0,0,0,0,0,0,0,0,1,0
337-2348,1,1,8,0,0,0,0,0,0,0,0,0,1
342-8702,0,0,0,0,0,0,0,0,0,0,0,0,0
393-5802,2,1,10,0,0,0,0,0,0,1,0,0,0
384-2219,2,2,38,0,0,0,0,0,0,0,1,1,0
347-6164,1,1,9,0,0,0,1,0,0,0,0,0,0
376-9940,3,2,38,0,0,1,0,0,0,0,0,0,1
354-4352,1,1,18,0,0,0,0,0,0,0,1,0,0
331-8713,0,0,0,0,0,0,0,0,0,0,0,0,0
341-3663,2,1,12,0,0,1,0,0,0,0,0,0,0
376-4665,2,2,36,1,0,0,0,0,0,0,0,1,0
421-9034,2,2,48,0,1,0,0,0,1,0,0,0,0
401-5169,3,1,12,0,0,0,0,1,0,0,0,0,0
370-8262,0,0,0,0,0,0,0,0,0,0,0,0,0
387-2041,2,0,0,0,0,0,0,0,0,0,0,0,0
356-4146,0,0,0,0,0,0,0,0,0,0,0,0,0
372-8883,5,4,126,0,0,0,0,1,0,1,1,1,0
336-1880,2,1,21,0,0,1,0,0,0,0,0,0,0
347-5843,0,0,0,0,0,0,0,0,0,0,0,0,0
370-8023,2,1,18,0,0,0,0,0,0,0,1,0,0
417-9814,2,0,0,0,0,0,0,0,0,0,0,0,0
387-3422,1,1,6,0,0,1,0,0,0,0,0,0,0
365-1664,1,1,18,0,0,0,0,0,1,0,0,0,0
367-2436,2,1,21,0,0,0,0,0,1,0,0,0,0
344-6258,3,1,12,0,0,0,0,0,0,0,1,0,0
353-8928,1,1,10,0,0,0,0,0,0,0,1,0,0
365-7784,0,0,0,0,0,0,0,0,0,0,0,0,0
330-2635,0,0,0,0,0,0,0,0,0,0,0,0,0
344-3131,2,0,0,0,0,0,0,0,0,0,0,0,0
378-4294,3,1,13,0,0,0,0,0,0,0,0,1,0
343-9365,2,0,0,0,0,0,0,0,0,0,0,0,0
362-5579,2,0,0,0,0,0,0,0,0,0,0,0,0
366-7616,1,1,23,0,0,0,0,0,0,0,0,1,0
397-2870,2,2,35,0,0,0,0,1,0,1,0,0,0
408-3262,2,1,12,0,0,0,0,0,0,0,1,0,0
372-9091,1,1,10,0,1,0,0,0,0,0,0,0,0
410-3159,2,1,9,0,0,0,0,0,0,0,1,0,0
344-5181,0,0,0,0,0,0,0,0,0,0,0,0,0
396-8662,3,1,27,0,0,0,0,0,0,0,0,0,1
339-6446,1,1,18,0,0,0,0,0,0,0,1,0,0
384-7236,3,3,60,0,0,1,0,0,1,0,0,1,0
353-5257,1,1,12,0,0,1,0,0,0,0,0,0,0
369-7295,2,1,23,1,0,0,0,0,0,0,0,0,0
408-5322,1,1,15,0,0,0,0,0,0,0,1,0,0
344-9620,1,1,6,0,0,0,0,0,1,0,0,0,0
329-8436,3,2,67,0,0,0,0,1,0,0,0,1,0
414-6739,0,0,0,0,0,0,0,0,0,0,0,0,0
406-1730,2,2,36,1,0,0,0,0,0,0,0,1,0
336-9327,2,1,28,0,0,0,0,0,0,0,1,0,0
378-7418,1,1,9,0,0,1,0,0,0,0,0,0,0
412-6019,2,1,26,0,0,0,1,0,0,0,0,0,0
390-4789,1,1,5,0,0,0,0,0,0,0,0,0,1
386-9774,1,1,20,0,0,0,0,0,0,0,1,0,0
353-8970,1,1,1,1,0,0,0,0,0,0,0,0,0
410-5370,6,2,59,0,0,0,2,0,0,0,0,0,0
404-4421,2,1,15,0,1,0,0,0,0,0,0,0,0
409-3353,2,2,50,0,1,0,0,0,0,0,0,1,0
422-2571,2,1,29,0,1,0,0,0,0,0,0,0,0
412-3404,0,0,0,0,0,0,0,0,0,0,0,0,0
333-2964,0,0,0,0,0,0,0,0,0,0,0,0,0
406-6669,1,1,15,0,0,0,0,0,0,0,0,1,0
409-8802,1,1,5,0,0,1,0,0,0,0,0,0,0
354-6183,1,1,24,0,0,1,0,0,0,0,0,0,0
354-2434,1,1,10,0,0,0,0,0,0,1,0,0,0
389-7620,1,1,2,0,0,0,0,0,1,0,0,0,0
338-1724,1,1,7,0,0,0,0,0,0,0,0,0,1
399-1750,0,0,0,0,0,0,0,0,0,0,0,0,0
354-8914,2,2,24,0,1,0,0,0,0,0,0,1,0
409-2983,2,1,21,0,0,0,0,0,0,1,0,0,0
329-9689,3,2,25,0,0,0,0,0,0,0,1,0,1
337-8950,3,0,0,0,0,0,0,0,0,0,0,0,0
374-1836,1,1,10,0,0,0,1,0,0,0,0,0,0
359-9454,2,0,0,0,0,0,0,0,0,0,0,0,0
378-9542,1,1,18,0,0,1,0,0,0,0,0,0,0
344-1970,1,1,14,0,1,0,0,0,0,0,0,0,0
417-2774,1,1,15,0,0,0,0,0,0,0,1,0,0
333-9002,1,1,7,0,0,0,0,0,1,0,0,0,0
369-8576,2,1,19,0,0,0,1,0,0,0,0,0,0
372-6920,2,1,9,1,0,0,0,0,0,0,0,0,0
333-6575,0,0,0,0,0,0,0,0,0,0,0,0,0
410-1190,1,1,22,0,0,0,0,0,1,0,0,0,0
376-1641,0,0,0,0,0,0,0,0,0,0,0,0,0
329-6731,4,1,27,0,0,1,0,0,0,0,0,0,0
393-3976,2,2,43,0,0,0,0,0,0,1,0,0,1
388-7355,1,1,19,0,1,0,0,0,0,0,0,0,0
412-7791,3,2,29,0,0,0,0,1,0,0,0,0,1
368-6111,3,2,62,1,0,0,0,0,0,0,0,1,0
401-9420,1,1,23,0,0,0,0,0,0,0,0,0,1
352-5750,3,1,18,0,0,0,0,0,0,1,0,0,0
417-3702,2,1,21,0,0,1,0,0,0,0,0,0,0
353-5714,1,1,7,0,0,0,0,1,0,0,0,0,0
409-9494,3,2,32,0,0,0,1,0,0,0,0,1,0
395-1901,1,1,7,0,0,0,0,1,0,0,0,0,0
378-8342,5,2,23,0,0,0,0,0,1,0,1,0,0
417-6044,0,0,0,0,0,0,0,0,0,0,0,0,0
348-1163,1,1,13,0,1,0,0,0,0,0,0,0,0
337-4600,1,1,9,0,1,0,0,0,0,0,0,0,0
355-5922,1,1,15,0,0,0,0,0,0,0,0,0,1
369-5810,2,1,27,1,0,0,0,0,0,0,0,0,0
340-8291,1,1,11,0,0,0,1,0,0,0,0,0,0
354-7397,0,0,0,0,0,0,0,0,0,0,0,0,0
407-7464,1,1,9,0,0,0,0,0,0,0,0,1,0
386-6411,1,1,20,0,0,0,0,0,1,0,0,0,0
397-3746,2,0,0,0,0,0,0,0,0,0,0,0,0
410-5236,2,1,10,0,0,0,0,0,0,1,0,0,0
409-2412,3,1,12,0,0,0,0,0,0,0,0,1,0
400-7280,2,0,0,0,0,0,0,0,0,0,0,0,0
332-5820,1,1,5,0,0,0,1,0,0,0,0,0,0
373-4483,3,3,39,0,0,1,0,0,0,0,0,0,2
347-6717,4,2,37,0,0,1,0,0,1,0,0,0,0
380-2929,1,1,20,0,0,0,0,0,0,0,0,0,1
420-7692,1,1,6,0,1,0,0,0,0,0,0,0,0
380-6437,0,0,0,0,0,0,0,0,0,0,0,0,0
377-8309,2,1,19,0,0,0,0,0,0,0,0,1,0
407-2718,1,1,23,0,0,0,0,0,0,0,1,0,0
357-1938,0,0,0,0,0,0,0,0,0,0,0,0,0
381-3735,1,1,21,0,0,0,0,0,0,0,0,0,1
409-8453,0,0,0,0,0,0,0,0,0,0,0,0,0
395-6758,2,2,24,1,0,0,0,0,0,0,0,0,1
399-5424,1,1,1,0,1,0,0,0,0,0,0,0,0
409-4671,3,2,60,0,0,0,0,0,1,0,1,0,0
374-6525,1,1,18,1,0,0,0,0,0,0,0,0,0
406-8665,4,2,64,0,1,0,1,0,0,0,0,0,0
342-7716,4,2,69,0,0,0,0,1,0,0,1,0,0
417-2221,2,0,0,0,0,0,0,0,0,0,0,0,0
376-5213,0,0,0,0,0,0,0,0,0,0,0,0,0
348-7448,2,1,18,0,0,0,0,0,0,1,0,0,0
328-8179,2,0,0,0,0,0,0,0,0,0,0,0,0
389-4602,1,1,2,0,0,0,1,0,0,0,0,0,0
413-2238,4,2,44,0,1,0,0,0,0,0,0,0,1
402-3370,1,1,14,0,1,0,0,0,0,0,0,0,0
348-6008,2,0,0,0,0,0,0,0,0,0,0,0,0
371-5655,2,0,0,0,0,0,0,0,0,0,0,0,0
374-5224,1,1,1,0,0,0,0,0,0,1,0,0,0
371-1187,0,0,0,0,0,0,0,0,0,0,0,0,0
337-1100,2,1,6,0,0,0,1,0,0,0,0,0,0
421-8141,1,1,7,0,1,0,0,0,0,0,0,0,0
406-2678,2,1,30,0,0,1,0,0,0,0,0,0,0
415-9649,3,1,28,0,0,0,0,0,0,0,1,0,0
364-8128,2,1,22,0,0,0,1,0,0,0,0,0,0
356-7817,1,1,3,0,0,0,0,0,0,1,0,0,0
404-6357,3,2,26,1,0,0,0,0,1,0,0,0,0
398-2138,1,1,19,0,0,0,1,0,0,0,0,0,0
378-8029,1,1,6,1,0,0,0,0,0,0,0,0,0
386-4215,3,3,76,0,0,1,1,0,0,0,0,0,1
367-8156,0,0,0,0,0,0,0,0,0,0,0,0,0
382-8079,2,2,51,0,0,0,1,1,0,0,0,0,0
354-2985,5,3,92,0,0,0,0,0,0,1,0,1,1
373-6922,0,0,0,0,0,0,0,0,0,0,0,0,0
397-7125,1,1,15,0,0,0,0,0,0,0,1,0,0
333-6296,1,1,8,0,1,0,0,0,0,0,0,0,0
365-6022,2,1,27,0,1,0,0,0,0,0,0,0,0
365-1688,3,2,49,0,0,0,0,0,0,2,0,0,0
382-4872,0,0,0,0,0,0,0,0,0,0,0,0,0
367-6136,1,1,21,0,1,0,0,0,0,0,0,0,0
404-3592,1,1,20,1,0,0,0,0,0,0,0,0,0
415-2949,1,1,22,0,0,0,0,0,0,0,0,1,0
375-8880,2,1,15,0,0,1,0,0,0,0,0,0,0
335-6832,3,2,68,0,0,0,0,2,0,0,0,0,0
361-8367,0,0,0,0,0,0,0,0,0,0,0,0,0
408-2002,2,2,41,1,0,0,0,0,0,0,1,0,0
347-8659,4,2,57,0,0,0,0,0,0,2,0,0,0
376-2922,0,0,0,0,0,0,0,0,0,0,0,0,0
382-2182,2,2,25,0,0,1,0,0,1,0,0,0,0
408-2089,2,1,10,1,0,0,0,0,0,0,0,0,0
369-6890,1,1,11,0,0,0,0,0,0,1,0,0,0
347-2951,3,1,19,0,0,0,0,0,0,0,0,1,0
420-6324,1,1,1,0,0,0,1,0,0,0,0,0,0
402-7650,3,1,33,0,0,0,0,0,0,1,0,0,0
391-2702,0,0,0,0,0,0,0,0,0,0,0,0,0
383-3375,2,1,6,0,1,0,0,0,0,0,0,0,0
392-2733,2,2,41,1,0,0,0,0,0,0,0,1,0
397-9933,2,0,0,0,0,0,0,0,0,0,0,0,0
