churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date
FALSE,UT,72,415,368-8026,504,34,Male,Retire,30/01/2017,30/01/2019
FALSE,KS,130,510,332-9446,910,24,Male,Senior Professional,21/12/2015,20/12/2017
FALSE,NV,143,408,393-5284,1001,36,Female,Middle Management,21/09/2015,20/09/2017
FALSE,DE,89,510,376-1677,623,61,Male,Retire,3/10/2016,3/10/2018
FALSE,IN,108,415,392-2268,756,57,Male,Senior Professional,23/05/2016,23/05/2018
FALSE,TX,32,408,396-4311,224,52,Male,Senior Professional,6/11/2017,6/11/2019
FALSE,MA,166,415,363-4005,1162,21,Female,student,13/04/2015,12/4/2017
FALSE,VT,109,408,344-9966,763,43,Male,Sr Managers,16/05/2016,16/05/2018
FALSE,CA,72,408,337-7377,504,70,Female,Retire,30/01/2017,30/01/2019
FALSE,IA,134,415,373-7037,938,61,Female,Retire,23/11/2015,22/11/2017
FALSE,NH,13,415,356-7580,91,24,Male,Retire,19/03/2018,18/03/2020
FALSE,GA,90,415,390-3401,630,63,Male,Retire,26/09/2016,26/09/2018
FALSE,WI,111,415,350-9313,777,49,Female,Middle Management,2/5/2016,2/5/2018
FALSE,CO,101,408,420-9009,707,40,Female,Sr Managers,11/7/2016,11/7/2018
FALSE,SC,72,415,415-2641,504,54,Male,Senior Professional,30/01/2017,30/01/2019
FALSE,MI,67,510,392-4929,469,54,Male,Senior Professional,6/3/2017,6/3/2019
TRUE,MD,172,408,346-5068,1204,60,Female,Retire,2/3/2015,1/3/2017
FALSE,IN,154,510,389-2631,1078,30,Male,Senior Professional,6/7/2015,5/7/2017
FALSE,ME,69,510,368-3808,483,71,Male,Retire,20/02/2017,20/02/2019
FALSE,DC,123,415,406-8599,861,28,Male,Senior Professional,8/2/2016,7/2/2018
FALSE,TN,130,415,386-7456,910,29,Male,Middle Management,21/12/2015,20/12/2017
FALSE,FL,142,415,357-4936,994,34,Male,student,28/09/2015,27/09/2017
FALSE,WA,29,415,397-7411,203,35,Male,Sr Managers,27/11/2017,27/11/2019
FALSE,HI,87,408,353-6218,609,41,Female,Sr Managers,17/10/2016,17/10/2018
FALSE,NE,149,415,369-5942,1043,39,Female,Sr Managers,10/8/2015,9/8/2017
FALSE,TN,146,408,416-8543,1022,44,Female,Sr Managers,31/08/2015,30/08/2017
TRUE,MD,88,415,358-4576,616,42,Female,Sr Managers,10/10/2016,10/10/2018
TRUE,NM,119,415,352-5118,833,26,Male,Senior Professional,7/3/2016,7/3/2018
FALSE,VT,48,510,408-2621,336,36,Female,student,17/07/2017,17/07/2019
FALSE,OR,135,415,353-3994,945,56,Male,Senior Professional,16/11/2015,15/11/2017
FALSE,IN,100,510,367-4277,700,64,Female,Retire,18/07/2016,18/07/2018
FALSE,MO,98,415,354-3237,686,45,Male,Middle Management,1/8/2016,1/8/2018
FALSE,FL,75,510,394-8504,525,70,Male,Retire,9/1/2017,9/1/2019
FALSE,DC,180,415,370-4139,1260,18,Male,student,5/1/2015,4/1/2017
FALSE,VT,100,415,382-6135,700,73,Male,Retire,18/07/2016,18/07/2018
FALSE,OH,119,415,359-5718,833,26,Female,Retire,7/3/2016,7/3/2018
FALSE,MO,86,415,385-3111,602,58,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,LA,155,408,353-4880,1085,52,Male,Senior Professional,29/06/2015,28/06/2017
TRUE,IL,78,415,343-7019,546,20,Female,student,19/12/2016,19/12/2018
FALSE,NJ,153,415,419-6133,1071,24,Male,Senior Professional,13/07/2015,12/7/2017
FALSE,IA,92,510,350-7344,644,20,Male,student,12/9/2016,12/9/2018
FALSE,WA,13,510,397-6064,91,65,Male,Retire,19/03/2018,18/03/2020
FALSE,NE,154,415,363-6896,1078,40,Male,Sr Managers,6/7/2015,5/7/2017
FALSE,CT,144,510,416-9021,1008,44,Female,Sr Managers,14/09/2015,13/09/2017
FALSE,WV,48,408,408-3269,336,27,Female,student,17/07/2017,17/07/2019
FALSE,ND,94,408,408-9463,658,34,Male,Retire,29/08/2016,29/08/2018
FALSE,UT,139,415,340-7062,973,29,Female,Sr Managers,19/10/2015,18/10/2017
FALSE,MS,126,415,417-4309,882,23,Female,Senior Professional,18/01/2016,17/01/2018
FALSE,MN,122,415,421-2659,854,61,Male,Retire,15/02/2016,14/02/2018
FALSE,NH,139,510,383-2017,973,55,Male,Senior Professional,19/10/2015,18/10/2017
FALSE,LA,95,415,411-6294,665,45,Female,Middle Management,22/08/2016,22/08/2018
FALSE,ME,80,408,332-9525,560,41,Male,Sr Managers,5/12/2016,5/12/2018
FALSE,KS,131,415,401-5012,917,42,Male,Sr Managers,14/12/2015,13/12/2017
FALSE,KS,36,510,368-8835,252,75,Female,Retire,9/10/2017,9/10/2019
FALSE,NV,180,510,351-1382,1260,46,Female,Middle Management,5/1/2015,4/1/2017
FALSE,MT,25,415,359-7694,175,18,Male,student,25/12/2017,25/12/2019
FALSE,MT,113,415,419-5505,791,20,Male,student,18/04/2016,18/04/2018
FALSE,ID,88,415,341-4570,616,54,Male,Senior Professional,10/10/2016,10/10/2018
FALSE,AK,120,415,366-6991,840,28,Male,Retire,29/02/2016,28/02/2018
FALSE,UT,74,415,377-7399,518,48,Male,Middle Management,16/01/2017,16/01/2019
FALSE,AR,109,510,377-9092,763,63,Male,Retire,16/05/2016,16/05/2018
FALSE,LA,162,510,373-6681,1134,55,Female,Senior Professional,11/5/2015,10/5/2017
FALSE,KS,124,510,417-7736,868,73,Male,Retire,1/2/2016,31/01/2018
FALSE,OR,177,408,393-2812,1239,35,Female,Retire,26/01/2015,25/01/2017
FALSE,WI,91,510,398-3176,637,28,Female,student,19/09/2016,19/09/2018
TRUE,CO,105,408,334-8694,735,45,Female,Middle Management,13/06/2016,13/06/2018
TRUE,KS,24,510,369-5449,168,72,Male,Retire,1/1/2018,1/1/2020
FALSE,IL,48,510,380-5246,336,50,Female,Middle Management,17/07/2017,17/07/2019
FALSE,IA,86,408,390-3873,602,32,Male,Sr Managers,24/10/2016,24/10/2018
FALSE,AZ,163,510,354-4568,1141,45,Male,Middle Management,4/5/2015,3/5/2017
FALSE,NE,91,510,339-6968,637,48,Male,Middle Management,19/09/2016,19/09/2018
FALSE,ID,56,510,379-5933,392,64,Male,Retire,22/05/2017,22/05/2019
FALSE,OH,147,415,365-5682,1029,23,Female,Sr Managers,24/08/2015,23/08/2017
FALSE,TX,64,415,382-8518,448,44,Male,Sr Managers,27/03/2017,27/03/2019
TRUE,TN,108,510,356-8449,756,45,Male,Middle Management,23/05/2016,23/05/2018
FALSE,OK,159,510,333-3460,1113,41,Male,Sr Managers,1/6/2015,31/05/2017
FALSE,ND,136,510,375-8596,952,73,Male,Retire,9/11/2015,8/11/2017
FALSE,MT,116,415,384-5907,812,53,Male,Senior Professional,28/03/2016,28/03/2018
FALSE,NC,45,408,373-2903,315,44,Male,Sr Managers,7/8/2017,7/8/2019
FALSE,MN,122,415,361-7702,854,39,Male,student,15/02/2016,14/02/2018
FALSE,MN,138,415,388-5850,966,37,Female,Sr Managers,26/10/2015,25/10/2017
FALSE,MA,132,415,405-6298,924,27,Female,Sr Managers,7/12/2015,6/12/2017
FALSE,PA,101,415,368-2074,707,26,Male,student,11/7/2016,11/7/2018
FALSE,GA,58,510,328-5050,406,21,Female,student,8/5/2017,8/5/2019
FALSE,NV,81,415,395-5783,567,22,Female,student,28/11/2016,28/11/2018
FALSE,TX,87,415,420-7301,609,65,Female,Retire,17/10/2016,17/10/2018
FALSE,ME,116,510,328-2478,812,71,Female,Retire,28/03/2016,28/03/2018
FALSE,RI,85,415,381-2460,595,32,Male,Sr Managers,31/10/2016,31/10/2018
TRUE,MN,62,510,390-9811,434,34,Female,Senior Professional,10/4/2017,10/4/2019
FALSE,NH,90,415,373-5670,630,32,Male,Sr Managers,26/09/2016,26/09/2018
FALSE,TN,98,415,351-7016,686,29,Male,Middle Management,1/8/2016,1/8/2018
FALSE,UT,73,415,394-9934,511,68,Female,Retire,23/01/2017,23/01/2019
FALSE,RI,107,510,422-8268,749,46,Female,Middle Management,30/05/2016,30/05/2018
FALSE,NH,55,408,373-7690,385,33,Male,Senior Professional,29/05/2017,29/05/2019
FALSE,AK,76,415,366-9781,532,74,Male,Retire,2/1/2017,2/1/2019
FALSE,NC,30,510,404-5427,210,37,Female,Middle Management,20/11/2017,20/11/2019
FALSE,AZ,157,415,389-9783,1099,57,Male,Senior Professional,15/06/2015,14/06/2017
TRUE,MA,40,408,351-7005,280,70,Female,Retire,11/9/2017,11/9/2019
FALSE,TN,72,408,348-2009,504,50,Male,Middle Management,30/01/2017,30/01/2019
FALSE,WY,95,415,340-4236,665,45,Female,Middle Management,22/08/2016,22/08/2018
FALSE,IA,42,415,348-1528,294,63,Female,Retire,28/08/2017,28/08/2019
FALSE,IN,86,415,365-5039,602,58,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,NJ,131,415,411-1810,917,44,Female,Sr Managers,14/12/2015,13/12/2017
TRUE,FL,55,510,364-7644,385,50,Male,Middle Management,29/05/2017,29/05/2019
FALSE,MT,74,415,335-9066,518,43,Male,Sr Managers,16/01/2017,16/01/2019
FALSE,ND,81,408,362-7581,567,54,Male,Senior Professional,28/11/2016,28/11/2018
FALSE,MI,81,408,346-1095,567,19,Male,student,28/11/2016,28/11/2018
TRUE,MT,28,415,357-9136,196,46,Female,Middle Management,4/12/2017,4/12/2019
FALSE,AL,111,510,390-7863,777,47,Female,Middle Management,2/5/2016,2/5/2018
FALSE,NV,3,510,344-2416,21,20,Male,student,28/05/2018,27/05/2020
TRUE,MI,51,415,373-1448,357,51,Female,Middle Management,26/06/2017,26/06/2019
FALSE,FL,68,415,360-7076,476,51,Male,Middle Management,27/02/2017,27/02/2019
TRUE,NY,163,408,413-2241,1141,28,Female,Sr Managers,4/5/2015,3/5/2017
FALSE,KS,87,510,343-3961,609,61,Female,Retire,17/10/2016,17/10/2018
TRUE,NC,58,510,375-4107,406,20,Male,student,8/5/2017,8/5/2019
FALSE,MN,109,408,414-7410,763,53,Male,Senior Professional,16/05/2016,16/05/2018
FALSE,RI,111,415,351-2535,777,61,Female,Retire,2/5/2016,2/5/2018
FALSE,UT,144,415,416-9615,1008,70,Female,Retire,14/09/2015,13/09/2017
TRUE,OR,135,415,377-1293,945,48,Female,Middle Management,16/11/2015,15/11/2017
FALSE,SC,109,415,388-6479,763,18,Male,student,16/05/2016,16/05/2018
FALSE,IL,107,415,390-2755,749,59,Male,Senior Professional,30/05/2016,30/05/2018
FALSE,OH,149,408,340-5930,1043,73,Male,Retire,10/8/2015,9/8/2017
FALSE,MA,56,510,401-3622,392,43,Female,Sr Managers,22/05/2017,22/05/2019
FALSE,OR,129,408,382-1104,903,63,Male,Retire,28/12/2015,27/12/2017
FALSE,CA,92,408,355-9324,644,57,Male,Senior Professional,12/9/2016,12/9/2018
FALSE,WV,67,415,393-4843,469,20,Female,student,6/3/2017,6/3/2019
FALSE,VT,120,415,401-4052,840,28,Female,Sr Managers,29/02/2016,28/02/2018
FALSE,ID,166,415,385-1830,1162,28,Female,student,13/04/2015,12/4/2017
FALSE,OR,66,408,348-7409,462,57,Male,Senior Professional,13/03/2017,13/03/2019
FALSE,GA,76,408,361-4910,532,35,Female,Sr Managers,2/1/2017,2/1/2019
FALSE,ME,79,415,415-6578,553,55,Male,Senior Professional,12/12/2016,12/12/2018
FALSE,HI,98,415,395-5015,686,54,Female,Senior Professional,1/8/2016,1/8/2018
FALSE,AZ,141,510,369-6012,987,40,Male,Sr Managers,5/10/2015,4/10/2017
TRUE,UT,49,415,394-4520,343,35,Male,student,10/7/2017,10/7/2019
FALSE,IA,46,510,380-5873,322,33,Female,Sr Managers,31/07/2017,31/07/2019
FALSE,CT,137,415,372-5384,959,25,Male,Sr Managers,2/11/2015,1/11/2017
TRUE,WA,171,408,419-1863,1197,59,Male,Senior Professional,9/3/2015,8/3/2017
FALSE,VA,10,415,352-5697,70,35,Male,Middle Management,9/4/2018,8/4/2020
FALSE,CO,88,510,373-4274,616,45,Female,Middle Management,10/10/2016,10/10/2018
FALSE,LA,89,415,382-4024,623,61,Male,Retire,3/10/2016,3/10/2018
TRUE,TX,82,415,395-9215,574,59,Female,Senior Professional,21/11/2016,21/11/2018
FALSE,SD,139,510,331-9149,973,24,Female,student,19/10/2015,18/10/2017
FALSE,VA,87,415,347-3958,609,70,Female,Retire,17/10/2016,17/10/2018
FALSE,NY,137,415,389-2540,959,20,Male,student,2/11/2015,1/11/2017
TRUE,WA,45,510,399-3083,315,58,Female,Senior Professional,7/8/2017,7/8/2019
FALSE,WI,90,415,420-8308,630,45,Female,Middle Management,26/09/2016,26/09/2018
FALSE,TN,103,415,384-7724,721,61,Female,Retire,27/06/2016,27/06/2018
FALSE,CT,100,415,389-2114,700,26,Female,student,18/07/2016,18/07/2018
FALSE,WA,110,510,335-4414,770,55,Female,Senior Professional,9/5/2016,9/5/2018
FALSE,NH,124,415,370-5361,868,53,Male,Senior Professional,1/2/2016,31/01/2018
FALSE,MT,10,510,374-5965,70,19,Male,student,9/4/2018,8/4/2020
FALSE,NE,89,415,420-6414,623,46,Female,Middle Management,3/10/2016,3/10/2018
FALSE,WA,121,408,392-2708,847,57,Male,Senior Professional,22/02/2016,21/02/2018
FALSE,WI,101,415,352-7234,707,59,Male,Senior Professional,11/7/2016,11/7/2018
FALSE,AR,103,415,337-9878,721,53,Male,Senior Professional,27/06/2016,27/06/2018
FALSE,WI,51,408,350-7288,357,44,Male,Sr Managers,26/06/2017,26/06/2019
TRUE,DE,2,415,415-8448,14,51,Female,Middle Management,4/6/2018,3/6/2020
FALSE,NH,111,510,392-6331,777,72,Female,Retire,2/5/2016,2/5/2018
FALSE,VA,118,415,392-3315,826,50,Female,Middle Management,14/03/2016,14/03/2018
TRUE,TN,17,510,382-5401,119,61,Male,Retire,19/02/2018,19/02/2020
FALSE,VA,130,408,389-7012,910,47,Female,Middle Management,21/12/2015,20/12/2017
TRUE,ID,193,415,411-4714,1351,36,Female,Senior Professional,6/10/2014,5/10/2016
FALSE,TN,114,510,343-3846,798,45,Female,Middle Management,11/4/2016,11/4/2018
FALSE,AZ,137,415,370-4395,959,74,Female,Retire,2/11/2015,1/11/2017
FALSE,MT,185,408,422-4394,1295,72,Female,Retire,1/12/2014,30/11/2016
FALSE,OK,101,408,405-1780,707,23,Female,Sr Managers,11/7/2016,11/7/2018
FALSE,ID,95,415,393-2220,665,57,Female,Senior Professional,22/08/2016,22/08/2018
FALSE,NV,7,408,355-8299,49,72,Female,Retire,30/04/2018,29/04/2020
TRUE,KS,126,408,379-8681,882,66,Female,Retire,18/01/2016,17/01/2018
FALSE,WY,71,415,409-7034,497,55,Female,Senior Professional,6/2/2017,6/2/2019
FALSE,MS,124,415,358-1922,868,27,Male,Senior Professional,1/2/2016,31/01/2018
TRUE,WY,97,510,346-1629,679,62,Female,Retire,8/8/2016,8/8/2018
FALSE,TX,28,415,347-1870,196,56,Male,Senior Professional,4/12/2017,4/12/2019
TRUE,WA,90,415,374-9576,630,18,Female,student,26/09/2016,26/09/2018
FALSE,HI,190,408,380-1096,1330,63,Male,Retire,27/10/2014,26/10/2016
FALSE,IL,31,415,396-5790,217,57,Male,Senior Professional,13/11/2017,13/11/2019
FALSE,AK,52,415,356-5244,364,20,Male,student,19/06/2017,19/06/2019
FALSE,MD,73,510,341-1412,511,19,Male,student,23/01/2017,23/01/2019
TRUE,MA,111,415,387-7371,777,74,Male,Retire,2/5/2016,2/5/2018
TRUE,SD,98,415,392-2555,686,19,Female,student,1/8/2016,1/8/2018
TRUE,PA,106,408,403-9167,742,71,Male,Retire,6/6/2016,6/6/2018
FALSE,NC,111,408,338-6550,777,33,Male,student,2/5/2016,2/5/2018
FALSE,VT,59,408,357-5801,413,28,Female,student,1/5/2017,1/5/2019
FALSE,KY,71,510,403-1953,497,61,Male,Retire,6/2/2017,6/2/2019
TRUE,WA,55,408,357-6039,385,63,Male,Retire,29/05/2017,29/05/2019
FALSE,LA,13,415,388-9653,91,19,Male,student,19/03/2018,18/03/2020
FALSE,WA,136,415,359-2915,952,68,Female,Retire,9/11/2015,8/11/2017
FALSE,ME,123,408,381-4562,861,52,Male,Senior Professional,8/2/2016,7/2/2018
FALSE,WI,105,408,406-2213,735,24,Female,Retire,13/06/2016,13/06/2018
FALSE,TX,50,408,330-6436,350,56,Female,Senior Professional,3/7/2017,3/7/2019
FALSE,IA,118,415,332-4289,826,57,Female,Senior Professional,14/03/2016,14/03/2018
FALSE,AZ,97,408,386-3596,679,73,Male,Retire,8/8/2016,8/8/2018
FALSE,ND,51,510,337-3740,357,30,Male,student,26/06/2017,26/06/2019
TRUE,VT,73,415,414-1496,511,55,Female,Senior Professional,23/01/2017,23/01/2019
FALSE,HI,35,415,349-7291,245,60,Female,Retire,16/10/2017,16/10/2019
FALSE,WY,64,415,385-1985,448,40,Female,Sr Managers,27/03/2017,27/03/2019
FALSE,WV,63,510,329-7102,441,38,Male,student,3/4/2017,3/4/2019
FALSE,OK,117,415,394-2553,819,71,Male,Retire,21/03/2016,21/03/2018
TRUE,CT,115,415,339-1330,805,75,Female,Retire,4/4/2016,4/4/2018
FALSE,UT,162,408,398-1959,1134,54,Female,Senior Professional,11/5/2015,10/5/2017
FALSE,NY,89,415,408-7015,623,72,Male,Retire,3/10/2016,3/10/2018
FALSE,VA,94,415,384-9254,658,63,Male,Retire,29/08/2016,29/08/2018
FALSE,VT,129,408,355-9475,903,54,Male,Senior Professional,28/12/2015,27/12/2017
FALSE,SD,86,415,334-1337,602,55,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,PA,96,510,359-1441,672,24,Female,student,15/08/2016,15/08/2018
FALSE,ND,190,415,391-5442,1330,40,Female,Sr Managers,27/10/2014,26/10/2016
FALSE,CT,80,408,374-1551,560,34,Female,Senior Professional,5/12/2016,5/12/2018
TRUE,SC,108,415,399-6233,756,51,Female,Middle Management,23/05/2016,23/05/2018
FALSE,MI,97,408,337-4749,679,69,Male,Retire,8/8/2016,8/8/2018
FALSE,VT,84,415,403-5552,588,50,Female,Middle Management,7/11/2016,7/11/2018
TRUE,OH,65,415,405-3097,455,19,Male,student,20/03/2017,20/03/2019
FALSE,VT,131,415,364-9240,917,46,Male,Middle Management,14/12/2015,13/12/2017
FALSE,IL,58,415,404-9348,406,30,Female,Retire,8/5/2017,8/5/2019
FALSE,MO,36,415,336-1462,252,50,Female,Middle Management,9/10/2017,9/10/2019
FALSE,WI,54,415,364-8981,378,45,Male,Middle Management,5/6/2017,5/6/2019
FALSE,NJ,45,510,412-7606,315,22,Female,student,7/8/2017,7/8/2019
FALSE,GA,125,415,380-6342,875,68,Female,Retire,25/01/2016,24/01/2018
FALSE,VT,72,415,418-3017,504,58,Male,Senior Professional,30/01/2017,30/01/2019
FALSE,CT,141,408,367-3648,987,44,Female,Sr Managers,5/10/2015,4/10/2017
FALSE,AZ,113,510,341-5892,791,56,Male,Senior Professional,18/04/2016,18/04/2018
FALSE,SD,20,415,334-4678,140,40,Female,Sr Managers,29/01/2018,29/01/2020
FALSE,CT,212,415,366-6751,1484,31,Female,Middle Management,26/05/2014,25/05/2016
FALSE,IN,99,415,397-8512,693,32,Female,Sr Managers,25/07/2016,25/07/2018
FALSE,OH,94,510,367-9495,658,35,Male,student,29/08/2016,29/08/2018
FALSE,NY,40,510,379-2991,280,25,Male,Sr Managers,11/9/2017,11/9/2019
FALSE,NE,86,510,356-4832,602,45,Female,Middle Management,24/10/2016,24/10/2018
TRUE,OK,101,415,413-4040,707,70,Female,Retire,11/7/2016,11/7/2018
FALSE,NC,170,415,366-4444,1190,43,Male,Sr Managers,16/03/2015,15/03/2017
FALSE,HI,105,510,394-3806,735,18,Male,student,13/06/2016,13/06/2018
FALSE,UT,103,415,368-5647,721,38,Male,Sr Managers,27/06/2016,27/06/2018
FALSE,MD,140,415,412-1076,980,51,Female,Middle Management,12/10/2015,11/10/2017
FALSE,VT,101,510,413-7655,707,18,Male,student,11/7/2016,11/7/2018
FALSE,TX,98,408,371-2316,686,26,Male,Middle Management,1/8/2016,1/8/2018
FALSE,AZ,104,408,420-3346,728,45,Female,Middle Management,20/06/2016,20/06/2018
FALSE,VA,115,415,367-3971,805,69,Female,Retire,4/4/2016,4/4/2018
FALSE,WI,112,408,417-5813,784,42,Female,Sr Managers,25/04/2016,25/04/2018
FALSE,NE,70,415,421-8535,490,41,Female,Sr Managers,13/02/2017,13/02/2019
FALSE,KY,126,510,375-1721,882,38,Female,Sr Managers,18/01/2016,17/01/2018
FALSE,NV,87,510,331-8484,609,19,Female,student,17/10/2016,17/10/2018
TRUE,MT,125,510,366-5829,875,74,Male,Retire,25/01/2016,24/01/2018
FALSE,MO,86,415,367-7906,602,23,Female,Middle Management,24/10/2016,24/10/2018
TRUE,MS,73,415,412-2520,511,25,Male,student,23/01/2017,23/01/2019
FALSE,NM,232,408,386-9177,1624,45,Male,Middle Management,6/1/2014,6/1/2016
FALSE,NJ,1,415,420-6780,7,33,Male,Middle Management,11/6/2018,10/6/2020
FALSE,NH,133,408,401-1454,931,30,Male,Sr Managers,30/11/2015,29/11/2017
FALSE,NC,103,510,379-2508,721,55,Male,Senior Professional,27/06/2016,27/06/2018
FALSE,MT,131,415,353-3492,917,27,Female,Sr Managers,14/12/2015,13/12/2017
FALSE,SD,95,408,406-4840,665,74,Male,Retire,22/08/2016,22/08/2018
FALSE,VA,182,415,391-7982,1274,62,Male,Retire,22/12/2014,21/12/2016
FALSE,LA,99,510,379-9821,693,57,Male,Senior Professional,25/07/2016,25/07/2018
FALSE,NV,27,510,398-7414,189,70,Male,Retire,11/12/2017,11/12/2019
FALSE,AK,141,408,338-8566,987,73,Male,Retire,5/10/2015,4/10/2017
FALSE,OH,29,415,397-3058,203,18,Male,student,27/11/2017,27/11/2019
FALSE,NM,65,415,389-8096,455,29,Male,Senior Professional,20/03/2017,20/03/2019
TRUE,MI,81,415,393-6840,567,44,Female,Sr Managers,28/11/2016,28/11/2018
FALSE,MN,37,415,360-7404,259,38,Female,student,2/10/2017,2/10/2019
FALSE,WY,107,510,411-5740,749,74,Male,Retire,30/05/2016,30/05/2018
FALSE,WY,127,415,412-3726,889,55,Male,Senior Professional,11/1/2016,10/1/2018
FALSE,WA,78,408,372-7326,546,50,Male,Middle Management,19/12/2016,19/12/2018
FALSE,NM,55,510,338-9873,385,42,Male,Sr Managers,29/05/2017,29/05/2019
FALSE,VA,86,415,383-4322,602,23,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,RI,176,415,401-7654,1232,52,Female,Senior Professional,2/2/2015,1/2/2017
FALSE,AL,96,415,410-5455,672,59,Female,Senior Professional,15/08/2016,15/08/2018
FALSE,WV,11,510,419-4310,77,62,Female,Retire,2/4/2018,1/4/2020
FALSE,WV,48,415,367-2056,336,70,Female,Retire,17/07/2017,17/07/2019
FALSE,NJ,127,510,363-6695,889,67,Female,Retire,11/1/2016,10/1/2018
FALSE,TN,63,415,374-6217,441,50,Female,Middle Management,3/4/2017,3/4/2019
FALSE,MI,79,510,337-9569,553,70,Female,Retire,12/12/2016,12/12/2018
FALSE,UT,47,408,350-9720,329,30,Female,Retire,24/07/2017,24/07/2019
TRUE,IL,89,415,380-4080,623,66,Male,Retire,3/10/2016,3/10/2018
FALSE,MI,83,510,333-7460,581,60,Female,Retire,14/11/2016,14/11/2018
FALSE,WI,126,415,378-3722,882,38,Female,Sr Managers,18/01/2016,17/01/2018
FALSE,ND,60,510,353-9339,420,26,Female,Retire,24/04/2017,24/04/2019
FALSE,VT,122,415,386-6535,854,32,Male,Retire,15/02/2016,14/02/2018
FALSE,WA,136,408,403-5575,952,50,Female,Middle Management,9/11/2015,8/11/2017
FALSE,NC,172,408,331-5962,1204,27,Female,Sr Managers,2/3/2015,1/3/2017
TRUE,ME,102,510,390-9627,714,45,Female,Middle Management,4/7/2016,4/7/2018
FALSE,SD,113,415,406-4560,791,35,Male,Senior Professional,18/04/2016,18/04/2018
FALSE,WV,79,415,359-6931,553,21,Male,student,12/12/2016,12/12/2018
FALSE,ID,55,510,331-7342,385,55,Male,Senior Professional,29/05/2017,29/05/2019
FALSE,LA,111,415,367-2227,777,21,Male,student,2/5/2016,2/5/2018
FALSE,GA,160,415,335-8836,1120,22,Female,student,25/05/2015,24/05/2017
FALSE,FL,110,415,398-6703,770,32,Male,Senior Professional,9/5/2016,9/5/2018
FALSE,CO,192,415,370-8379,1344,53,Female,Senior Professional,13/10/2014,12/10/2016
FALSE,NV,93,408,335-3880,651,31,Male,student,5/9/2016,5/9/2018
FALSE,IN,101,415,375-8761,707,50,Male,Middle Management,11/7/2016,11/7/2018
FALSE,VA,77,510,367-1398,539,53,Male,Senior Professional,26/12/2016,26/12/2018
FALSE,UT,105,415,395-7857,735,48,Female,Middle Management,13/06/2016,13/06/2018
TRUE,UT,133,408,398-8745,931,58,Female,Senior Professional,30/11/2015,29/11/2017
FALSE,MO,131,408,386-3717,917,22,Female,student,14/12/2015,13/12/2017
FALSE,CT,106,510,330-1175,742,52,Female,Senior Professional,6/6/2016,6/6/2018
FALSE,HI,118,415,418-6752,826,34,Female,Retire,14/03/2016,14/03/2018
FALSE,MD,125,408,349-6464,875,40,Female,Sr Managers,25/01/2016,24/01/2018
FALSE,VA,95,415,366-7331,665,52,Female,Senior Professional,22/08/2016,22/08/2018
FALSE,MT,80,415,361-8288,560,50,Male,Middle Management,5/12/2016,5/12/2018
FALSE,SC,145,408,377-6635,1015,62,Female,Retire,7/9/2015,6/9/2017
