international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,phone number
no,no,0.001,0.016,0,245.2,105,159,109,229.9,74,7.2,8,333-3704
no,no,0.018,0.007,0,274.4,120,198.6,82,160.8,62,6,3,383-2566
no,no,0.002,0.006,0,98.4,78,249.6,129,248.2,114,14.2,4,406-5584
no,yes,0.002,0.014,29,279.9,121,223.1,109,251.7,94,13,2,344-4691
no,no,0.02,0.004,0,187.2,127,195.6,88,181.8,129,5.1,4,347-9737
no,no,0.004,0.013,0,276.2,95,165.8,119,151.6,79,2.2,4,333-7961
no,yes,0.016,0,35,200.4,104,272.8,89,214.5,100,8.3,4,364-2439
no,no,0.016,0,0,162.3,96,244,122,180.1,89,9.1,4,411-8043
no,no,0.039,0.011,0,176.9,128,102.8,56,213.7,84,10.5,2,332-5084
no,no,0.012,0.003,0,165.5,78,205.5,89,213.6,124,12.2,6,413-4831
no,no,0.014,0.003,0,217.8,93,189.7,113,182.6,91,10.4,5,343-4806
no,yes,0.019,0.019,28,201.4,100,246.5,117,154.8,131,12.9,4,401-8735
no,no,0.011,0,0,190.5,115,179.6,130,258.5,89,10.1,5,391-8626
no,yes,0.004,0.009,29,179.9,97,189.2,89,164.3,76,12.8,7,327-5817
no,no,0.003,0.011,0,235.9,104,80.6,91,212.8,116,5.8,2,381-4712
no,no,0.005,0.009,0,140.4,112,187.1,60,207.9,155,7.9,1,335-3320
no,no,0.005,0.005,0,144.6,115,258.8,66,253.2,113,7.4,9,415-8780
no,no,0.019,0.01,0,189,100,118.5,99,248.1,87,17.1,6,362-1146
no,no,0.003,0.003,0,101,93,155.6,104,304.4,93,13.3,2,352-7413
no,no,0.02,0.011,0,206.3,98,292.8,82,43.7,121,10.6,4,387-6716
no,yes,0.014,0.011,15,165.1,85,267,93,250.7,114,10.9,4,352-1127
no,no,0.024,0.024,0,165,129,202.6,113,172.3,94,12.5,7,368-1288
no,no,0.019,0.01,0,155.9,95,256.1,97,262.9,103,11.7,3,403-5279
yes,no,0.013,0.007,0,199.2,122,214.7,114,150.9,105,11.8,7,397-9333
no,no,0.002,0.013,0,155.3,116,188.2,85,247,73,12.3,4,411-7353
no,no,0.007,0.011,0,208.3,106,236.7,123,179.1,120,11.3,5,383-2537
no,no,0.011,0.013,0,157.1,79,162.6,124,150,138,12.1,6,330-4419
no,no,0.018,0.031,0,154.4,165,168.3,121,239.9,81,11.7,4,390-7930
no,no,0.061,0.029,0,189.1,105,246.1,147,242,106,10.4,5,362-5111
no,yes,0.019,0.011,24,131.5,98,230.2,111,283.7,87,10,3,358-6796
no,no,0.012,0.012,0,166.4,85,243.2,135,229.2,95,9.9,5,409-7494
no,no,0.003,0.013,0,142.3,75,122.8,106,229.5,94,12.8,9,400-1636
no,yes,0.008,0.016,19,87.7,103,223,86,182.3,112,7.3,4,389-2747
no,yes,0.003,0.01,19,184.1,78,194.5,71,225.6,101,16.9,3,415-2176
yes,yes,0.012,0.007,31,174.5,104,224.2,92,116.3,91,12.3,10,377-8067
no,no,0.001,0,0,103.3,103,138.5,79,164.8,98,9,2,362-7835
no,no,0.006,0.001,0,35.1,62,180.8,89,251.6,58,12.7,2,361-5225
no,yes,0.005,0.004,25,246.6,94,141.4,112,189.8,109,13,5,333-3447
no,yes,0.005,0.012,37,78.5,109,210.5,101,179.7,102,11.8,4,341-3044
no,no,0.022,0.023,0,148.1,73,164.9,101,216,125,12.3,2,350-7306
no,no,0,0.004,0,206.2,84,256.4,138,117.1,91,9,3,353-8849
no,yes,0.007,0.001,33,251.6,87,197.6,118,209.2,97,12.2,3,402-3476
yes,yes,0.048,0.012,26,270.3,111,215.2,90,254,133,14.4,7,338-6018
no,yes,0,0.013,34,156.6,97,224.2,97,260.9,135,11.3,1,409-3520
no,no,0.016,0.014,0,139.4,81,223.7,113,173.1,77,13.6,6,357-1085
no,no,0.014,0.013,0,220.2,108,188.4,124,172.7,113,11.7,3,353-3285
no,yes,0.011,0.001,39,214.1,108,169.2,115,189.7,117,10.1,3,409-9885
no,no,0.005,0.013,0,196,74,213.4,96,196.8,81,7.9,6,388-7701
no,no,0.032,0.013,0,106.4,71,240.1,83,147.7,114,5.3,4,385-8184
no,yes,0.007,0.001,29,179.4,113,275.4,100,246.1,105,10,5,345-2863
no,no,0.002,0.003,0,216.7,30,144.3,125,135.3,106,10.8,1,353-6300
no,no,0.007,0.001,0,177.3,129,152.8,105,162.9,92,5.1,2,389-5649
no,no,0.02,0.004,0,151.6,117,219.4,87,224.7,68,4,5,378-8137
no,yes,0.01,0.008,32,262.2,123,165.2,82,194.3,57,10.6,5,340-4627
no,no,0.019,0.011,0,173.6,110,91.7,84,211.7,103,9.7,7,352-6833
yes,no,0.017,0.005,0,106.6,76,147.4,89,235.8,113,9.6,8,420-2000
no,no,0.065,0.03,0,193.3,106,128.3,94,162.1,119,11.6,4,368-5437
no,yes,0.006,0.008,24,217.2,94,138.7,52,139.3,85,11.3,4,418-8170
no,no,0.019,0.014,0,209.5,89,172.8,85,94.1,102,8.8,4,403-9417
no,no,0.007,0.001,0,95.4,105,207.2,101,136,117,5.6,5,330-6165
no,yes,0.013,0.005,26,214.6,110,205.2,87,134.6,140,8.1,2,412-4185
no,no,0.06,0.028,0,131.6,120,211.3,96,168.3,97,11.1,4,409-4734
no,no,0.007,0,0,168.4,117,217.1,129,81.6,100,11.8,7,348-9828
no,no,0.014,0.011,0,146.4,123,176.6,113,212.6,102,7.8,5,418-8850
yes,no,0.002,0.015,0,183,110,206.7,93,203.8,119,11.1,6,330-8351
no,no,0.015,0,0,103.3,122,245.9,123,161.1,95,6.4,7,347-7773
no,yes,0.005,0.006,28,112.2,70,154.8,106,166.7,105,10.6,2,392-6841
yes,no,0.006,0.015,0,170.7,55,179.1,108,281.9,89,8.2,9,354-2189
no,no,0.006,0.001,0,172.5,78,142.6,91,102,63,10.9,2,349-9060
no,yes,0,0.001,30,194.3,107,243.2,108,322.2,114,7.1,5,334-1311
no,yes,0.019,0.011,32,187.8,117,129.8,90,132.3,113,12,3,415-3120
yes,yes,0.003,0.004,26,307.1,94,289.4,78,174.9,109,8,3,387-5891
no,no,0.015,0.016,0,118.2,106,167.2,136,214.2,106,12.2,3,368-8026
no,no,0.009,0.001,0,154,95,205.9,106,233.7,75,12.9,1,332-9446
no,no,0.01,0.016,0,155.5,101,213.4,89,237.9,61,7.6,11,393-5284
yes,no,0.016,0.005,0,125.6,108,213,90,181.7,108,5.4,5,376-1677
no,no,0.016,0.013,0,199.3,104,224.2,92,140.1,57,15.2,2,392-2268
no,no,0.003,0.001,0,157.9,88,180.8,132,132.5,102,12.8,3,396-4311
no,no,0.002,0.005,0,203.4,81,167.7,110,132,124,9.2,5,363-4005
no,no,0.002,0.01,0,222.2,113,218.5,122,266,88,10.9,5,344-9966
no,yes,0.013,0.009,39,92.8,98,271.2,115,167.1,83,5.8,7,337-7377
no,yes,0.004,0.011,32,216.8,78,102.2,111,174,83,8.6,2,373-7037
no,no,0.003,0.011,0,193.2,89,194.4,90,186.5,104,9.7,2,356-7580
no,no,0.012,0.015,0,113.2,108,189.3,63,271.8,124,14.1,4,390-3401
no,yes,0.013,0,36,166.2,54,238.8,109,108.8,92,11.2,2,350-9313
no,yes,0,0.001,23,262.2,101,157,80,129.1,100,7.3,14,420-9009
no,no,0.01,0.001,0,207.8,92,195.7,110,184.8,124,13.1,4,415-2641
no,yes,0.001,0.011,35,245.4,89,148.2,102,274,136,7.5,6,392-4929
no,no,0.03,0.036,0,287.1,108,178.4,125,153.2,98,14.4,2,346-5068
no,yes,0.012,0.013,32,192.3,82,165.3,134,205,74,9,1,389-2631
no,no,0.003,0.003,0,194.2,122,242.1,81,215.8,80,9.7,3,368-3808
no,no,0.019,0.008,0,211,92,217,102,214.8,104,9.8,7,406-8599
no,yes,0.017,0.002,12,141.9,92,228.9,102,195.1,101,8.7,5,386-7456
no,yes,0.009,0.014,26,220.5,94,239.5,126,254.3,109,5.9,9,357-4936
no,no,0.003,0.006,0,157.4,122,145,75,281.8,92,9.3,2,397-7411
no,yes,0.019,0.002,28,143.5,106,223.5,147,175.4,69,11.2,5,353-6218
no,no,0.019,0.003,0,156,56,56,116,163.3,104,8.9,8,369-5942
yes,no,0.016,0.01,0,160.1,63,208.4,112,177.6,98,9.2,3,416-8543
yes,no,0.024,0.017,0,235.1,98,251.8,79,285.9,76,7.2,2,358-4576
yes,yes,0.029,0.017,15,160,95,209.5,110,82.3,107,8.7,5,352-5118
no,no,0.003,0.001,0,188.4,63,165.9,89,205.7,71,13.2,2,408-2621
no,no,0.02,0.005,0,194.8,97,235.3,118,174.4,126,11,3,353-3994
no,no,0.012,0.008,0,247.8,117,130,95,134.3,125,6.9,2,367-4277
no,no,0.004,0.003,0,221.2,80,213.6,104,291.8,89,11.9,3,354-3237
no,yes,0.007,0.008,26,118.5,86,213.9,118,132.6,99,13.4,3,394-8504
no,yes,0.017,0.006,33,231.8,78,232.9,79,206.9,121,7.6,4,370-4139
no,yes,0.011,0.013,25,215.9,90,257.9,92,180.2,157,11.6,4,382-6135
no,yes,0.007,0,35,217.1,92,220.8,134,249.5,93,8,5,359-5718
no,no,0.001,0.012,0,83.5,96,221.1,63,349.7,75,12.6,3,385-3111
no,yes,0.014,0.002,39,183.3,106,205.1,101,263.7,90,5.1,7,353-4880
yes,no,0.008,0.012,0,236.8,141,265.3,101,152.4,77,9.5,2,343-7019
no,no,0.02,0.005,0,193.8,90,195.3,121,182.7,108,8.5,3,419-6133
no,yes,0.01,0.002,25,134,112,206,111,180.6,118,9.7,4,350-7344
no,yes,0.002,0.007,25,176.6,65,172.7,96,104.5,128,11.3,5,397-6064
no,no,0.019,0.01,0,191.4,93,205.4,119,205.7,121,10.2,3,363-6896
yes,yes,0.005,0.003,35,174.8,127,219.6,93,255.8,90,12.8,3,416-9021
no,no,0.015,0.001,0,275.2,67,180.2,108,159,110,7.9,2,408-3269
no,no,0.011,0.009,0,174,85,241.1,114,207.8,94,7.9,1,408-9463
no,no,0.017,0.015,0,165,132,249.7,86,170.3,128,12.6,8,340-7062
no,no,0.006,0.009,0,228.7,102,168.7,99,223.5,100,11.8,4,417-4309
no,no,0.003,0.006,0,107.9,88,235.8,109,228.6,119,9.5,3,421-2659
no,no,0.003,0.013,0,221.3,140,157.8,89,192.5,89,11.3,6,383-2017
no,no,0.01,0.01,0,141.1,84,211.4,108,103.7,127,5.9,6,411-6294
no,yes,0.009,0.008,31,166.4,92,238.3,74,150.7,84,10.7,4,332-9525
no,yes,0.001,0.006,28,249.6,87,227.2,138,239.9,92,7.6,3,401-5012
no,no,0.005,0.01,0,178.6,83,213.1,103,198,119,10.9,5,368-8835
no,no,0.006,0.012,0,139,96,224.9,64,170.8,118,15.7,5,351-1382
no,no,0.006,0.013,0,134.3,98,202.3,109,195.9,100,12.6,5,359-7694
no,no,0.008,0.013,0,215.9,93,240.1,85,156.7,123,4.9,5,419-5505
no,yes,0.001,0.006,31,181.6,91,213.2,120,207.8,104,11.4,4,341-4570
no,no,0.003,0.012,0,178.4,97,168.3,113,120.5,93,9.3,9,366-6991
no,no,0.015,0.011,0,106.4,84,140.2,104,90.9,81,11.4,3,377-7399
no,no,0.009,0.005,0,170.7,101,240.2,82,119,112,11.4,4,377-9092
no,yes,0.003,0.002,33,184.5,139,183.2,78,127.4,106,12.3,6,373-6681
no,yes,0.006,0,37,161.2,109,204.2,79,231.5,87,8.9,4,417-7736
no,no,0.019,0.001,0,84.9,77,257.5,109,210.5,66,7.5,5,393-2812
no,no,0.017,0.014,0,217.9,71,230.1,116,232.1,110,10.6,2,398-3176
no,no,0.046,0.012,0,270.9,98,226.2,110,178.8,60,8.8,5,334-8694
no,no,0.05,0.017,0,243,91,183.9,77,184.3,109,15.3,6,369-5449
no,no,0.002,0.007,0,128.2,71,48.1,78,116.3,80,8.9,3,380-5246
no,no,0.002,0.009,0,126.3,115,168.8,112,154.6,95,9.8,7,390-3873
no,no,0.02,0.001,0,178.7,56,215.7,79,152.7,84,10.6,2,354-4568
no,no,0.014,0.004,0,159,109,255.1,142,82.4,73,10.1,4,339-6968
no,no,0.008,0.001,0,150.9,79,161.8,87,167.7,115,11.7,5,379-5933
yes,yes,0.01,0.011,24,219.9,118,208.5,116,352.5,111,8.1,4,365-5682
no,no,0.013,0.015,0,168,116,192.4,94,166.5,98,10.1,3,382-8518
no,yes,0.023,0.029,34,162.1,83,171.8,117,259.8,76,9.6,3,356-8449
no,no,0.002,0.004,0,198.8,107,195.5,91,213.3,120,16.5,7,333-3460
yes,no,0.008,0.008,0,256.8,90,230.1,104,143.6,82,9.1,10,375-8596
no,yes,0.01,0.013,35,182.8,122,212.7,119,193.8,103,11,2,384-5907
no,yes,0.02,0.003,38,196.8,92,254.2,108,261.8,85,7.7,2,373-2903
no,no,0.015,0.013,0,140.1,120,231.4,128,188.1,127,11.2,5,361-7702
no,no,0.015,0.009,0,194.3,83,189.9,97,232.2,102,9,3,388-5850
no,no,0.012,0.011,0,117.6,66,214,108,239.5,94,8.8,5,405-6298
yes,no,0.001,0.006,0,193.7,108,186.6,98,223,100,11.6,8,368-2074
no,no,0.015,0.013,0,243.1,105,231.4,108,180.9,120,7.8,4,328-5050
no,no,0.017,0.008,0,145.4,132,129.3,91,186.4,109,5.2,4,395-5783
no,no,0.013,0.01,0,169.1,105,169.9,102,244.9,106,9.9,10,420-7301
no,no,0.013,0.008,0,229.3,93,184.5,111,168.2,91,8.8,3,328-2478
yes,no,0.015,0.012,0,197.2,97,211.7,115,210.1,133,8.3,4,381-2460
no,yes,0.028,0.01,33,186.4,84,201,136,286.7,103,11.1,3,390-9811
no,no,0.015,0.011,0,76.1,121,290.3,73,236.9,89,10.8,3,373-5670
no,no,0.008,0.009,0,162.8,65,185,109,219.5,104,6,3,351-7016
no,no,0,0.005,0,182.3,115,199.2,97,120.2,113,18,5,394-9934
yes,no,0.013,0.003,0,194.4,83,247.8,84,245.4,93,11.2,7,422-8268
no,yes,0.008,0.011,20,189.3,95,118.6,113,250.2,102,12.5,4,373-7690
no,yes,0.009,0.005,22,160.1,107,168.7,136,23.2,102,9.5,4,366-9781
no,no,0.007,0.007,0,145,76,240.7,112,197.1,134,7.1,4,404-5427
no,no,0.014,0.006,0,220.7,105,119.3,127,165.1,113,11.5,7,389-9783
no,yes,0.066,0.017,31,224.7,69,134.5,81,120.3,104,7.5,5,351-7005
no,no,0.009,0.003,0,147,79,162.3,103,162.9,80,10.5,4,348-2009
no,yes,0.017,0.008,39,260.8,130,213.4,111,195.6,97,10.1,5,340-4236
no,no,0.003,0.003,0,155.4,127,164.1,45,157.7,128,9,3,348-1528
no,no,0.014,0.002,0,166.2,112,255.3,81,228.1,97,5.4,7,365-5039
no,no,0.013,0.003,0,211.8,115,260.5,102,144.2,96,10.8,7,411-1810
no,yes,0.021,0.015,45,130.5,114,208.4,94,141.6,114,11,5,364-7644
no,no,0.007,0.008,0,162.7,102,292,105,183.3,80,8.7,6,335-9066
yes,yes,0,0,37,237.1,76,264.2,125,271.3,120,7.9,3,362-7581
no,no,0.001,0.01,0,166.2,102,217.6,112,220.2,68,13.2,2,346-1095
no,no,0.059,0.016,0,121.7,48,125.8,112,261.6,122,8.3,2,357-9136
no,no,0.001,0.006,0,176.4,62,201,124,150.4,138,11.2,2,390-7863
no,yes,0.018,0.001,27,67.4,116,244,78,281.1,93,11.4,2,344-2416
no,no,0.068,0.037,0,229.7,129,336,104,192.8,128,9.6,1,373-1448
no,yes,0.018,0.011,24,176,118,277.9,116,174.7,71,14.7,7,360-7076
no,no,0.005,0.016,0,247.7,77,269.5,108,167.3,82,9.6,7,413-2241
no,no,0,0.014,0,115.4,90,262.6,68,245.7,69,13.1,5,343-3961
no,no,0.068,0.035,0,112.2,95,209.6,108,260.9,78,13.9,1,375-4107
no,no,0,0.008,0,162.6,138,154,109,209.7,118,11.5,4,414-7410
no,no,0.003,0.01,0,229.4,107,214.1,99,289.6,95,10.4,6,351-2535
no,no,0,0,0,139.6,96,124.2,93,95.6,75,15,4,416-9615
no,no,0.061,0.038,0,263.8,66,251.3,116,200.1,112,8.4,2,377-1293
no,yes,0.01,0.01,46,217.5,123,233.7,84,163.9,99,9,3,388-6479
no,yes,0,0.008,14,114.3,132,199.8,91,194.7,74,7.5,8,390-2755
no,no,0.02,0.004,0,196.3,108,136.8,96,154.7,87,7.7,3,340-5930
no,no,0,0.005,0,253.2,95,188,116,142,133,4.4,4,401-3622
no,no,0.018,0.013,0,98,99,240.7,62,254.8,123,10.5,4,382-1104
no,no,0.018,0.014,0,249.4,118,211.5,95,169,116,9.1,3,355-9324
no,yes,0.012,0.012,30,129.6,107,233,104,297,93,14.5,5,393-4843
no,no,0,0.012,0,221.3,106,267.6,98,111.5,80,9.3,7,401-4052
no,no,0.007,0.01,0,220.7,106,177.8,118,206.1,102,12.4,9,385-1830
no,no,0.013,0.015,0,87.6,76,262,111,184.6,125,9.2,5,348-7409
no,no,0.006,0.004,0,203.6,61,161.7,127,175.9,97,8.4,3,361-4910
no,no,0.019,0.008,0,213.6,110,234.9,121,229.6,157,8.8,3,415-6578
no,yes,0,0.007,31,181.6,112,220.7,100,236.3,121,12.9,4,395-5015
no,yes,0,0.003,22,215.4,123,328.7,98,160.5,89,7.8,6,369-6012
no,no,0.051,0.037,0,266.3,90,207.8,117,205,98,14,2,394-4520
no,no,0.004,0.015,0,199.2,111,175.1,83,210.6,84,10.2,2,380-5873
no,no,0.008,0.013,0,115,130,137.8,83,224,61,7.3,4,372-5384
no,no,0.02,0.028,0,270.5,69,230,112,136,111,9.6,5,419-1863
no,no,0.005,0.005,0,222.2,127,153.1,125,227.4,80,12.9,4,352-5697
no,no,0,0.001,0,61.9,78,262.6,114,212.5,110,8.8,2,373-4274
no,no,0.012,0.013,0,141.1,92,249.1,126,136,73,10.8,2,382-4024
no,no,0.011,0.038,0,189.2,81,184.4,117,255.8,83,10.6,5,395-9215
no,no,0,0.008,0,196,135,186,146,153,92,9.8,1,331-9149
no,no,0,0.012,0,171.6,119,205,107,170.6,114,13.8,4,347-3958
yes,no,0.018,0,0,174,123,161.3,115,260.7,98,11.4,3,389-2540
no,no,0.025,0.012,0,78.6,106,187.3,110,184.2,111,7.4,5,399-3083
no,no,0.018,0.015,0,200.9,92,164.3,91,249,98,8.9,7,420-8308
no,no,0.012,0.011,0,141.3,123,253.6,87,215.8,96,6.4,2,384-7724
no,no,0.017,0.01,0,235.8,130,176,69,63.6,122,7.3,1,389-2114
no,no,0.001,0.016,0,185.1,100,165.1,88,111.6,104,6.3,4,335-4414
no,no,0.002,0.012,0,254.3,113,78.9,104,153.2,69,11.8,2,370-5361
no,no,0.009,0.015,0,183,103,214.8,77,206.4,73,8.7,6,374-5965
no,yes,0.001,0.014,29,163.5,80,274.8,136,381.9,147,7.5,5,420-6414
no,no,0.002,0.007,0,207.9,98,210.5,96,109.6,114,7.7,2,392-2708
no,no,0.013,0.007,0,248.6,102,174.9,93,207.2,86,6.1,3,352-7234
no,yes,0.009,0.002,31,185.4,105,197.6,126,147.1,110,14.5,4,337-9878
no,no,0.006,0.013,0,197.8,60,221,64,168.6,134,8.9,5,350-7288
yes,no,0.012,0.031,0,132.1,42,138.9,88,192.6,119,9.1,1,415-8448
no,no,0.014,0.004,0,197.1,117,227.8,128,214,101,9.3,11,392-6331
no,no,0.017,0,0,154.6,112,184.2,105,217.4,102,12.6,5,392-3315
no,yes,0.049,0.029,31,153.1,115,185.9,59,224.3,102,10,1,382-5401
no,no,0.013,0.015,0,211.2,119,231.1,120,220.9,80,6.3,9,389-7012
no,no,0.044,0.022,0,96.8,92,142.6,103,210.1,115,10.9,5,411-4714
no,no,0.016,0.006,0,172,145,276.4,101,193.7,100,10.1,9,343-3846
no,no,0.001,0.011,0,141.1,91,147.2,100,254.7,75,8,7,370-4395
no,yes,0,0.003,29,151.1,121,244.7,88,154.4,91,13.8,2,422-4394
no,no,0.003,0.003,0,209.6,107,228.8,96,172.4,85,7.6,2,405-1780
no,yes,0.019,0.006,32,247,109,125.6,91,226.5,90,10.5,4,393-2220
no,yes,0.019,0.001,30,221.4,114,165.8,116,247,105,10.8,12,355-8299
no,no,0.058,0.026,0,321.3,99,167.9,93,193.6,106,8,4,379-8681
no,no,0.015,0.004,0,243.7,124,60,90,189,129,11.3,2,409-7034
no,no,0.014,0.003,0,251.5,85,214.2,98,186.1,71,11.1,6,358-1922
yes,no,0.014,0.034,0,236.9,107,157.6,105,241,120,7.3,2,346-1629
no,no,0.008,0.015,0,159.7,79,216.7,131,206.7,116,9.3,3,347-1870
yes,no,0.005,0.014,0,148.2,96,220.4,111,134.2,97,9.2,1,374-9576
no,no,0.01,0.007,0,150.9,86,268.6,129,179.9,73,14.7,1,380-1096
no,yes,0.009,0,28,210.5,101,250.5,86,241.6,125,11.5,2,396-5790
no,yes,0.02,0.003,24,170.9,71,201.4,80,159,124,4.1,5,356-5244
no,no,0.007,0.003,0,254.7,80,90.2,79,153.4,60,10.6,8,341-1412
no,no,0.044,0.01,0,284.4,89,157,113,242.8,91,8.4,8,387-7371
no,no,0.029,0.012,0,0,0,159.6,130,167.1,88,6.8,1,392-2555
yes,no,0.064,0.01,0,133.7,45,187.8,107,181.9,89,10.7,2,403-9167
no,no,0.002,0.009,0,224.9,117,191.9,127,229.9,97,10.3,3,338-6550
no,no,0.009,0.014,0,151.8,98,209.9,92,266.9,86,11.9,5,357-5801
no,yes,0.004,0.001,22,141.4,107,163,105,220,99,5.6,3,403-1953
no,no,0.013,0.022,0,285.7,124,230.9,106,230.7,140,14.8,7,357-6039
no,no,0.013,0.011,0,58.4,121,262.2,64,159,115,11.9,5,388-9653
no,yes,0.003,0.008,16,90.4,105,201.3,109,227.1,115,13.1,4,359-2915
no,no,0.015,0.012,0,114.4,91,216.6,123,250.6,102,11,3,381-4562
no,no,0.013,0.016,0,147.7,103,222.7,78,163.5,102,12.8,3,406-2213
no,yes,0.013,0.007,31,302.7,93,240.5,119,193.9,103,13.6,14,330-6436
no,no,0.007,0.011,0,136.1,120,204.2,103,228.2,90,11.3,4,332-4289
no,no,0,0.006,0,169.7,84,165.9,86,191.9,83,12.8,6,386-3596
no,no,0.014,0.009,0,227.2,89,194.4,106,243.4,126,14.9,2,337-3740
no,no,0.059,0.029,0,217.8,91,220.6,97,277.3,89,10.3,6,414-1496
no,no,0.019,0.003,0,124.2,102,123.9,115,135.7,100,13.1,8,349-7291
no,no,0,0,0,206.2,76,232.4,76,251.6,96,13.6,2,385-1985
no,no,0.008,0,0,132.9,122,67,62,160.4,121,9.9,2,329-7102
no,yes,0.011,0.012,31,104.9,115,237.6,125,263.4,104,7.7,6,394-2553
no,no,0.018,0.031,0,245,97,250.7,75,270.2,124,13.7,8,339-1330
no,no,0.015,0,0,184.5,118,224,95,180.5,82,11.6,3,398-1959
no,no,0.006,0.015,0,89.5,66,179.3,104,225.1,116,12.3,1,408-7015
yes,no,0.004,0.015,0,235.6,131,194.8,107,170.6,93,8.6,4,384-9254
no,no,0.02,0.009,0,186,127,262.3,96,98.9,63,11.5,6,355-9475
no,no,0.01,0.001,0,223.9,75,155.7,109,150.2,143,7.3,9,334-1337
no,no,0.013,0.006,0,179.5,125,162.3,139,264.5,133,6.6,2,359-1441
no,no,0.007,0.011,0,169.4,102,253.5,113,197.1,93,8.9,5,391-5442
no,no,0.014,0.014,0,118.1,90,144.3,77,225.1,86,8.2,6,374-1551
no,no,0.018,0.019,0,112,105,193.7,110,208.9,93,4.1,4,399-6233
no,yes,0.016,0.011,32,168.4,129,225.9,97,191.8,95,8.5,7,337-4749
no,yes,0.005,0.006,42,214.3,112,188.2,107,333.5,117,11.3,10,403-5552
no,no,0.009,0.022,0,245.7,139,241.9,113,285.3,117,4.2,5,405-3097
no,yes,0.003,0,34,156.6,134,71,95,261.7,120,13.4,10,364-9240
yes,yes,0.004,0.011,43,142.8,96,272.3,100,193.4,105,8.9,4,404-9348
no,no,0.012,0.003,0,202.4,115,230.7,115,202,127,10.2,2,336-1462
no,no,0.008,0.016,0,116.8,119,123.1,123,217.5,101,12,2,364-8981
no,no,0.02,0.009,0,155.7,110,260.3,103,192.2,98,11,1,412-7606
no,yes,0.003,0.013,39,236.1,107,289.2,110,175.4,107,9.1,4,380-6342
no,yes,0.01,0.006,21,138.1,113,260.1,83,135.4,118,8.2,2,418-3017
no,no,0.015,0.007,0,51.9,108,162,83,223.5,115,10.1,3,367-3648
no,no,0.01,0.006,0,81.3,116,220.6,124,235.7,113,8.9,3,341-5892
no,yes,0.02,0,35,171.5,98,153.1,127,165.6,125,7.1,3,334-4678
no,no,0.008,0.003,0,126,96,144.3,80,302.8,102,7.6,3,366-6751
yes,no,0.01,0.007,0,197.2,127,156,92,204.1,99,9.9,6,397-8512
no,no,0.017,0,0,194.1,62,227.2,54,190.4,115,15.3,4,367-9495
no,no,0.019,0,0,115.7,105,127.8,113,107.5,91,9.3,6,379-2991
no,yes,0.006,0.009,29,157.2,118,196.3,136,226.7,109,8.4,5,356-4832
no,no,0.004,0.037,0,269.7,85,207.6,86,214.2,107,4.5,15,413-4040
no,no,0.005,0.015,0,246.4,107,228.1,124,166.4,95,9.1,8,366-4444
no,no,0.017,0.016,0,227.4,121,268.5,89,143.3,82,13,4,394-3806
no,no,0.017,0.009,0,189.8,110,115.5,83,191.3,103,12.2,4,368-5647
yes,yes,0.007,0.015,27,188.9,124,160.9,102,197.7,100,11.5,5,412-1076
no,no,0.019,0.01,0,0,0,192.1,119,168.8,95,7.2,4,413-7655
no,yes,0.01,0.014,19,110.5,87,227.8,97,243.6,84,11,4,371-2316
no,no,0.007,0,0,167.6,116,219.2,112,215.9,94,11.7,2,420-3346
no,no,0.001,0.016,0,132,90,197.5,75,175.8,114,0,0,367-3971
no,no,0.01,0.006,0,167.8,88,247.9,81,155.1,108,11.9,4,417-5813
no,no,0.014,0.009,0,213.4,86,204.7,77,256.6,101,5.7,4,421-8535
no,no,0.013,0.001,0,175.4,120,98.3,71,201.9,93,10.6,1,375-1721
no,yes,0.007,0,39,82.6,113,224.4,63,163.6,88,9.5,1,331-8484
no,no,0.044,0.034,0,143.2,80,88.1,94,233.2,135,8.8,7,366-5829
no,no,0.017,0.008,0,125.5,139,269.8,93,235.8,110,8.9,8,367-7906
no,yes,0.042,0.027,31,82.3,105,256.1,91,229.6,98,11.8,2,412-2520
no,no,0,0.01,0,165.6,104,195.9,115,118.3,77,11.8,3,386-9177
no,yes,0.017,0.013,30,183.1,95,232.6,110,248.3,110,8.4,2,420-6780
no,no,0.01,0.016,0,162.1,91,212.1,94,260.4,78,12.2,5,401-1454
no,no,0.004,0.014,0,166.6,84,192.4,91,167.9,115,7.7,6,379-2508
no,yes,0.009,0.008,24,135.9,60,233.2,78,210.6,121,9.4,4,353-3492
no,yes,0,0.015,20,165.7,78,215.6,94,243.3,91,9.8,6,406-4840
no,no,0.016,0,0,176.1,90,174.9,106,234.7,134,9.7,4,391-7982
no,no,0.014,0.006,0,142.3,89,204.5,95,203.1,114,9.1,1,379-9821
no,no,0.019,0.015,0,177.6,121,296.8,92,192.9,106,7.6,3,398-7414
no,no,0.004,0.004,0,83.2,74,190.6,104,150.5,79,10.7,7,338-8566
yes,yes,0.018,0.007,37,235,101,183.3,79,139.8,106,5.7,7,397-3058
no,no,0.002,0.014,0,105.7,95,141.8,100,180.5,105,6.6,12,389-8096
yes,no,0.047,0.029,0,149.4,68,171.9,98,214.5,97,17.9,3,393-6840
no,yes,0.02,0.007,20,264.7,81,216.5,110,210.7,102,10.4,7,360-7404
no,yes,0.016,0.015,31,160.3,45,221.5,70,261.6,109,5.6,1,411-5740
